key,jp,vi
Text/1158/text,あたしの直感なんだけど…軽はずみに動いちゃダメな気がするんよね。せめて確実な情報があれば…,Theo trực giác của tớ... tớ nghĩ tụi mình hong nên manh động. Ít nhất cũng phải có thông tin gì đó chắc chắn đã...
Text/1159/text,…コニアルが言っていた…外の世界の真実。,...Konial từng nói... sự thật thế giới bên ngoài.
Text/115a/text,突然現れたパズズの救い…何一つ確信は持てないけど…,"Lời đề nghị cứu rỗi bất ngờ của Pazuzu... Tôi không thể tin chắc vào bất cứ điều gì, nhưng..."
Text/115b/text,今は、選ばなきゃいけない。,Giờ phải chọn.
Choice/115c/text,僕の持つ『武器』を使う。,"Tôi sẽ sử dụng ""vũ khí"" tôi có."
Choice/115d/text,パズズに従って機関室へ移動する。（会話終了）,Theo Pazuzu tới phòng máy (kết thúc hội thoại).
Text/115e/text,そうですね。コニアルさんと話しても混乱するだけですから…,Phải. Nói chuyện với Konial chỉ thêm rối...
Text/115f/text,うーん…結局悩んでも仕方ないよね…早くパズズのとこ行こ。,Mmm... Nghĩ thêm cũng hong ích gì... Hãy đến Pazuzu thôi.
Text/1160/text,…武器？,...Vũ khí?
Choice/1161/text,コニアル、君が言っただろ？,"l, cậu đã nói với tôi rồi phải không?"
Choice/1162/text,僕の持つ武器を使えって。,Bảo dùng vũ khí tôi có.
Text/1163/text,武器というと…あの時の尋問をもう一度…？,Vũ khí là... thẩm vấn lần nữa...?
Text/1164/text,でも、ブレスレットの情念はもうコニアルさんに届かないって言ってましたよね…,Nhưng anh đã nói Sắc dục từ Vòng tay không còn chuyển sang Konial nữa...
Text/1165/text,きひひっ、そうだ。最初の尋問以降はな～んにも感じなくなったぞ？,"Kihihi, đúng. Sau lần thẩm vấn đầu, chả thấy gì nữa!"
Choice/1166/text,でもブレスレットは前と同じように光ってる。,Nhưng vòng vẫn sáng như cũ.
Choice/1167/text,届けられなかった情念が僕に溜まってるってことだろ。,Là tình cảm chưa chuyển được tích lại trong tôi.
Text/1168/text,…,...
Choice/1169/text,これから直接、この情念を届けてやるよ。,"Từ giờ trở đi, tôi sẽ trực tiếp giao Lust này cho cậu."
Text/116a/text,ま…まさかまた尋問するつもりか？き…きひひっ…無駄よ。ちょ…ちょっと…,C-có định thẩm vấn nữa không? K-kihihi... vô ích. K-khoan...
Text/116b/text,もう話すことなんてないって言っただろう。わ…我をどこに連れてく気だ！,Tôi không còn gì để nói nữa. C-Anh đưa tôi đi đâu vậy!
Text/116c/text,はぁ…何だこれは…最悪の気分だ。,Haah... Đây là cái gì vậy? Tôi không thích nó.
Text/116d/text,我がこんな屈辱的な格好で人間の下敷きになるなど…こんなことをして、我がおまえたちに手を貸すとでも思ってるのか？,Ta bị ép tư thế nhục nhã dưới thân con người... nghĩ ta sẽ giúp tụi bay à?
Text/116e/text,な…何を突きつけてる…？そんな卑しいちんぽを我に挿れようなどと…？不遜にも程があるぞ！…はぁっ…,C-Anh đang nhắm vào âm hộ của tôi cái gì vậy? Cậu nghĩ cậu sẽ nhét con cặc hèn hạ đó vào trong tôi à? Thậm chí đừng mơ về nó! Hah...
Text/116f/text,何…？全然濡れてなどあるものか。こんな状況で興奮などするはずがない！抵抗すればいい…だと？きひひ…自惚れるな。我がちょっと力を入れればおまえなど…,Gì...? Không hề ướt. Làm sao hưng phấn trong cảnh này! Kháng cự là được? Kihihi... đừng ảo tưởng. Ta hơi dùng lực là mày...
Text/1170/text,だから…はぁ…我が慈悲を与えている間に…さっさと降りれば…おごっ？！,Nên... haa... ta đang ban ơn đó... mau xuống thì... o...?!
Text/1171/text,あっ…あぁん…はぁ…おぐっ…んっ…ぉおっ…！,A... a ưn... haa... ó... ưm... oo...!
Text/1172/text,うぐっ…あっ…た、体重をかけて、そんな激しく打ち下ろしたら…おほ…おぉおっ…！,"Ự... a... d-dồn trọng lượng, thúc mạnh thế... oh... ooo...!"
Text/1173/text,あぁっ…はぁ…やめ…っ…！…この体勢…深すぎぃ…っ…！,A a... haa... ngưng...!... Tư thế này... sâu quá...!
Text/1174/text,すごっ…んぁっ…奥まで入ってきてぇ…ッ！…あぐっ…はぁっ！んぐぅぅっ…！,Ghê... ư ư... vào tới trong cùng... a ư... haa! ư ư ư...!
Text/1175/text,はぁあっ…はぁ、これが…うっ…人間どもの…せ…セックスぅっ…！？…んんっ！,"Haa a... haa, đây là... ực... sex... của con người...!?... ư ư!"
Text/1176/text,全然…全然気持ちよくなど…なあぁっ…！…んはぁっ…！,Không hề... không hề sướng... nào...!... ư ha a...!
Text/1177/text,…んおおっ？！あぁっ…はぁ…あぁん！なんでっ…まだ…激しく…んんっ…はぁぅっ！,ồ?! Aah... Haa... Aaahn! Sao càng lúc càng dữ dội thế... Ngh... Haah!
Text/1178/text,うぅん…！わ…分かったぁっ…！み、認めるぅっ…！あっ…き、気持ちいいからぁっ…！,Ưm...! E-em hiểu rồi...! Em thừa nhận...! Ư... s-sướng quá đi mất...!
Text/1179/text,な…なにか…隠してる…だって…？あぁっ…あん…っ！,C-cái gì... tôi... đang... trốn...? Aa... Ahn...
Text/117a/text,だからぁ…な、何もないって…言って、おほぉっ…？！あぁん…っ！あっ…んんっ…っ…！,Tôi đã nói với ngươi rồi... không có—Ồ?! Aaaah! À... Ng... Ng...!
Text/117b/text,は…話すぅっ！話すから…いひぃっ？！…ふぅっ…これ以上…突かれたらっ…！わ、我は…ふぐぅっ…！,Ta... ta nói! Ta sẽ khai mà... á... ưm?! ...Haa... cứ bị thúc thế này... ta... hự...!
Text/117c/text,だ…だから…もうやめ…っ…！んぁあっ…！な、中に…ひぐっ…出してぇ…っ…！,N... nên... dừng...!... ư a a...! T-trong... hức... xuất trong...!
Text/117d/text,んんっ…なに…っ…？…う、嘘だったら、外に…？,"Ưm... gì...?... N-nói dối, thì ngoài...?"
Text/117e/text,あ…あぅっ…だ、ダメだっ…！絶対…中にぃ…っ！…人間の…精子…欲しい…っ！子宮いっぱい…んぁあっ…,Kh-không được...! Nhất định phải bắn vào trong...! Em... muốn tinh trùng... của con người! Đầy ắp tử cung... ư á...
Text/117f/text,お、お願いだからぁっ…ぜ、全部…話すから…！知ってること…全部…！,Làm ơn... Tôi sẽ kể cho ngươi nghe mọi chuyện... Mọi chuyện tôi biết...!
Text/1180/text,おっ…おおぉっ…っ…！…んぅっ…！,Ồ... Ồ... Ồ...
Text/1181/text,き……気絶しちゃいましたね。,N-ngất rồi.
Choice/1182/text,…意識が戻るまで待とう。,...Đợi tỉnh lại.
Text/1183/text,……うぅ…,...Ư...
Choice/1184/text,目が覚めた？,Tỉnh chưa?
Text/1185/text,…,...
Text/1186/text,……？はぁっ？！,...? Cái gì?!
Text/1187/text,き……気を失っていた…だと…？人間如きに…我が…負けて…？,N-ngất... hả? Thua... con người...?
Choice/1188/text,これで1対1だね。,Điều đó làm cho nó trở thành một đối một.
Text/1189/text,なに？！…んんっ…,Gì?!... Ưm...
Text/118a/text,そ……そうだな…み、認めてやる…お前たち、ただママゴトだけしていたわけじゃないようだな…？,Đ-được... th-nhận. Tụi bay không chỉ chơi trò trẻ con nhỉ...?
Text/118b/text,なかなかどうして、それなりのテクニックを…んぃっ？！,Biết làm tình khá đấy... hí...?!
Text/118c/text,(どさっ),(*sụt*)
Text/118d/text,……あ…足に力が入らなくて…,...C-chân tôi sắp nhũn ra rồi...
Text/118e/text,な、なんだ！そんな目で見るな！断じてちんぽのせいではないぞ！,G-gì! Đừng nhìn kiểu đó! Không phải tại cặc đâu!
Text/118f/text,…まだ余韻が残ってんじゃん？,...Vẫn còn dư chấn nhỉ?
Text/1190/text,黙れ！…くっ…約束は約束だ…ここまでする意味は分からないが。,Im!... Hừ... lời hứa là lời hứa. Không hiểu sao phải làm tới mức này.
Text/1191/text,……さっさと聞きたいことを聞け。くだらないことだったら、覚悟しろ。,...Hỏi mau đi. Chuyện nhảm thì liệu hồn.
Text/1192/text,……相変わらず高圧的ですけど、欲しい情報は得られそうですね。準備ができたら、コニアルさんと会話してみましょう。,"...Cô ấy vẫn kiêu kỳ như mọi khi, nhưng... em nghĩ chúng ta có thể lấy được thông tin mình cần ngay bây giờ. Bất cứ khi nào anh sẵn sàng, hãy thử nói chuyện với Konial."
Text/1194/text,うっ…ううっ。,Ự... ư ư.
Text/11b4/text,그 자.. 자지를 박아서 사정하라고. 지금. 그럼 더 미련 없으니까.,Nhét cặc vào... rồi bắn ra cho ta. Ngay lập tức. Như thế... ta sẽ không còn vương vấn gì nữa...!
Text/1195/text,はあ…か、帰ってきたのか？どれだけ待たされたと思っている…？ …それに、我はいつまで縛られていなければいけないんだ！,"Haa... về rồi hả? Biết ta đợi bao lâu không?... Với lại, ta bị trói tới bao giờ!"
Choice/1196/text,パズズが監視してるから…,Pazuzu đang canh gác.
Text/1197/text,ちっ…あいつめ、実に不愉快だ…。この会話も盗み聞きしているんじゃないだろうな？,"Chết tiệt... con đó, khó chịu thật. Không nghe lén đấy chứ?"
Text/1198/text,尋問の時は席を外してもらう約束になっていますから。そこはご心配なく。,Đã hứa là thẩm vấn sẽ ra ngoài mà. Yên tâm.
Text/1199/text,この我が他人の顔色を窺わなければならないとは…それはそうと…約束したものはどうなった…？,Ta phải dò xét người khác sao... mà thôi... đồ đã hứa đâu...?
Choice/119a/text,たっぷり集めてきたよ。,Tôi đã thu thập được nhiều thứ này cho cậu.
Text/119b/text,こんなに……前みたいに、す…するんだろう？,...Nhiêu đây thôi... sẽ l-làm như lần trước...?
Choice/119c/text,いや。,Không.
Choice/119d/text,前と同じにはしない。,Sẽ không như lần trước.
Text/119e/text,は？なんでだ…今度は何が違うんだ？,Hả? Sao cơ... lần này khác gì?
Choice/119f/text,許可をもらうよ。,Anh sẽ xin phép.
Text/11a0/text,…は？許可？セ…セックスする前に我の意思を聞くと？今さら？,...Hả? Xin phép? H-hỏi ý ta trước khi s-sex? Giờ mới hỏi?
Text/11a1/text,…理由は何だ？言霊でも習ったのか？,Góc nhìn của ngươi là gì? Ngươi đã học được một số từ lệnh hay cái gì đó?
Choice/11a2/text,お互い心を開けば、もっと気持ちよくなれるから。,Nếu cả hai chúng ta cùng cởi mở thì sẽ còn cảm thấy tốt hơn nữa.
Choice/11a3/text,どうしてほしいか、詳しく教えて。,Nói chi tiết muốn thế nào.
Text/11a4/text,な…なんだと！？そ、そんなものはどうでもいいだろう！やることは一緒だし…き、気持ちいいだろうし…好きにすればいいだろう！,C-cái gì!? Th-thế nào cũng được! Làm gì chả giống... s-sướng là được... tùy mày!
Choice/11a5/text,いや、口で言ってくれるまで待つよ。,"Không, đợi tới khi em nói bằng miệng."
Text/11a6/text,くっ…人間如きが我に駆け引きだと…こんなことに、何の意味が……いや、何を熱くなっているんだ…ごほん。,Khặc... con người dám mặc cả... chuyện này có nghĩa gì... sao ta nóng thế... hừm.
Text/11a7/text,そ…その…我は…,Ừm... ta...
Text/11a8/text,(じーっ),(chằm chằm)
Text/11a9/text,(じーっ…),(Nhìn chăm chú...)
Text/11aa/text,…,...
Text/11ab/text,後ろのお前たち！何をじろじろ見てるんだ！消えろ！,Tụi bay sau kia! Nhìn gì! Biến!
Text/11ac/text,えっ…？でも…珍しい光景だったので…,Hả? Nhưng... đây là một cảnh tượng khá hiếm thấy...
Text/11ad/text,だ…黙れ！消えないとなかったことにするぞ！,"Im-im đi! Nếu anh không biến mất, tôi sẽ hủy bỏ mọi chuyện!"
Text/11ae/text,あー、はいはい。あたしらは退散しますかね！,"Ồ, được rồi, được rồi. Vậy chúng ta sẽ rời đi~!"
Text/11af/text,あっ…ちょっと…,A... khoan...
Text/11b0/text,行こ行こ、怜奈ちゃん～！こういうのは雰囲気が大事だからさ～！,"Thôi nào, Reina. Tâm trạng là tất cả đối với những thứ như thế này."
Text/11b1/text,…生意気な。,...Hỗn xược.
Choice/11b2/text,これで二人きりだね…,Bây giờ chỉ có hai chúng ta...
Text/11b3/text,くっ！そ…そうだ！二人きりになった…で、それがどうした…！？セ…セックスをしろ。それ以外に言うことはない…！,Khặc! Đ-đúng! Chỉ còn hai đứa... thì sao!? L-làm tình. Ngoài ra chả còn gì!
Text/11b4/text,その、ち…ちんぽを突っ込んで…射精しろ。今すぐだ。そうすれば…もう我に未練はない…！,Nhét cặc vào... rồi bắn ra cho ta. Ngay lập tức. Như thế... ta sẽ không còn vương vấn gì nữa...!
Text/11b5/text,ぅぁあっ…！は、入ってきたぁ…お前の…ちんぽ…はあぁっ…！,A a...! V-vào rồi... cặc mày... haa a...!
Text/11b6/text,んぅ…やっぱり…本物は違うじゃないか…あうっ…！,Haa... Thực tế thì khác hẳn... Ahh...!
Choice/11b7/text,コニアルはこれで満足なのか？,"l, thế này đã thực sự đủ với anh chưa?"
Text/11b8/text,うう…はぁ…え…っ？,Ư ư... haa... a...?
Text/11b9/text,何の…話だ。,Ý anh là gì.
Text/11ba/text,…他に未練はないと言っただろう…お前がこれ以上何かしてくれたとしても、我には返せるものが無い。,"...Đã nói hết luyến tiếc... dù mày có làm gì thêm, ta không có gì đáp lại."
Text/11bb/text,最後にセックスしてくれというのも我の…我儘だ。力を全て失った今、強要もできない…んぁっ…！,"Đòi quan hệ tình dục lần cuối chỉ là sự... bướng bỉnh của tôi. Đã mất hết sức mạnh, dù sao thì tôi cũng không thể ép buộc ngươi được... Ahh."
Text/11bc/text,このまま去っていっても、我はただ見ているしかない。,"Nếu anh rời đi như thế này, tất cả những gì tôi có thể làm là đứng nhìn."
Text/11bd/text,当然だろう、お前たちは無実の被害者なんだから。ここまでしてくれる理由が理解できん。…人間の憐れみというやつか？我に同情しているのか？,"Suy cho cùng, ngươi là nạn nhân vô tội, phải không? Tôi không hiểu tại sao ngươi lại đi xa đến thế....Là sự đồng cảm của con người hay gì đó? Ngươi đang thương hại tôi phải không?"
Choice/11be/text,君を可哀想だとは思ってないよ。,Tôi không cảm thấy tiếc cho cậu.
Choice/11bf/text,罪に対する罰は受けるべきだ。,Phải nhận hình phạt cho tội.
Choice/11c0/text,一生をこの電車で過ごすところだったから。,Vì suýt phải sống cả đời trên tàu này.
Text/11c1/text,…,...
Choice/11c2/text,それでも…君が因果を捻じ曲げたおかげで。,Nhưng vẫn... vì cậu đã vặn vẹo số phận.
Choice/11c3/text,僕は怜奈と舞に出会えた。,Tôi đã gặp Reina và Mai.
Text/11c4/text,…我のおかげ？…はぁっ…,...Vì tôi?... Haah...
Text/11c5/text,…きっひ…純粋だな。本当に純粋なやつだ。,...Kee-hee-hee... Thật ngây thơ. Vì thế rất ngây thơ.
Text/11c6/text,我があのとき言ったことを、本気で信じてたのか…この電車がなければ、あの二人との縁が結ばれることは無かったと。,"Ngươi tin thật lời ta nói lúc đó sao... nếu không có tàu này, hai đứa kia không kết duyên được."
Choice/11c7/text,……？,...?
Text/11c8/text,……あれは嘘だ。我は悪魔だからな、嘘は得意なんだ…はぁっ…んんっ…！,"Sự thật là, đó là một lời nói dối. Dù sao thì tôi cũng là một con quỷ—nói dối là điều đương nhiên mà... Haah... Mm..."
Text/11c9/text,…おまえたちは、この電車に閉じ込められなくても…今のような深い仲になれる…可能性があった。,...Tụi bay dù không bị nhốt trong tàu... vẫn có khả năng thành đôi như giờ.
Text/11ca/text,そう。可能性だ。おまえにもう少し自信があれば…後悔するような選択をしなければ…もっと積極的だったなら…,Khả năng. Nếu ngươi tự tin hơn... không chọn điều hối hận... mạnh dạn hơn...
Text/11cb/text,そうすれば結ばれたはずの縁を、おまえは自分の思い込みで見逃してきたんだ。,"Ngươi đã vứt bỏ những ràng buộc lẽ ra có thể có, tất cả chỉ vì sự thiếu tự tin của chính ngươi."
Text/11cc/text,そんなお前を見ながら、どれだけもどかしかったか…信じられないだろうが、それがおまえたちを選んだ理由だ。,"Chứng kiến ​​mọi chuyện diễn ra thật là bực bội... Ngươi sẽ không tin tôi đâu, nhưng đó chính xác là lý do tại sao tôi chọn ngươi."
Text/11cd/text,今でなければ、お前たちは永遠に結ばれることはなかった。お前自身の選択のせいでな。,"Nếu không phải bây giờ, ngươi sẽ không bao giờ kết nối được. Bao giờ."
Choice/11ce/text,…永遠に？どうしてそう断言できるんだ？,...Mãi mãi? Sao dám chắc?
Text/11cf/text,これは嘘じゃない…『一片の可能性すらない』。なぜかは…そのうちわかるさ。,Không nói dối... 'Một mảnh khả năng cũng không'. Tại sao... sớm muộn sẽ rõ.
Text/11d0/text,とにかく…はぁ…おまえがあの娘たちと深い仲になったのは、我のおかげでもなんでもない。だから同情など不要だ…,"Dù sao... haa... Vấn đề là, mối quan hệ của ngươi với họ không phải vì tôi. Vậy nên không cần phải thương hại tôi..."
Text/11d1/text,は…まあ、これでやる気が失せたなら…行っていいぞ。無理強いするつもりはないからな。,"Hù... Mà thôi, nếu ngươi đã mất hứng rồi... thì đi đi. Ta cũng chả thèm ép làm gì."
Choice/11d2/text,…いや。,...Không.
Choice/11d3/text,僕も、その理由だけってわけじゃないんだ。,Tôi cũng không chỉ vì lý do đó.
Text/11d4/text,しつこいな…今度は何だ…？,Kiên trì quá... Giờ sao đây...?
Choice/11d5/text,コニアルを同情してとか、そういう理由じゃない。,Không phải vì thương hại Konial.
Choice/11d6/text,…コニアルとセックスするのが、単純に気持ちよかったからさ。,"Làm tình với anh, Konial... cảm giác thật tuyệt."
Choice/11d7/text,本当は、単純にもう一回したかったんだよ。,"Thành thật mà nói, tôi muốn làm điều đó một lần nữa. Dù chỉ một lần nữa thôi."
Text/11d8/text,…,...
Text/11d9/text,くっ…きひひッ…ハハハハハッ！,Khặc... kihihi... Hahahaha!
Text/11da/text,なるほど、実に人間らしい理由だ。そうだな。他にくだらない理由などいらんな。,"Ra vậy, lý do rất con người. Phải. Không cần lý do nhảm nhí nào khác."
Text/11db/text,気持ちよくなるため…それ以上の答えはない。,Để sướng... không đáp án nào hơn.
Text/11dc/text,…うん。そうだな。おまえが素直に言ってくれたから…我も答えてやる。真に望むことを。,...Ừm. Được rồi. Vì ngươi đã thành thật với tôi... nên tôi cũng sẽ nói cho ngươi biết. Những gì tôi muốn.
Text/11dd/text,………キス。,...Hôn.
Choice/11de/text,キス？,Hôn?
Text/11df/text,そ、そうだ。おまえたち人間同士は…しょっちゅうやってるだろ？,"Đ-vâng. Ngươi làm điều đó với họ mọi lúc, phải không?"
Choice/11e0/text,それはお互いが愛し合ってるから…,Đó là vì chúng ta... yêu nhau...
Text/11e1/text,…それなら、我もおまえを愛してやる。だから…我にもしてくれ。,Rồi tôi cũng sẽ yêu em. Vì vậy hãy... làm điều đó với tôi.
Text/11e2/text,キスしながらするセックス…愛する人にするように。,Sex vừa hôn... như với người yêu.
Choice/11e3/text,…じゃあ…目、閉じてみて？,Thế thì... cậu sẽ nhắm mắt lại chứ?
Text/11e4/text,…うん。,...Ừ.
Text/11e5/text,んん…ちゅっ…,Ưm... chụt...
Text/11e6/text,舌が…口の中に入ってきて…んん…んむっ…！？…お、おまえ…深すぎないか…？…んぅ…ちゅっ…,Lưỡi... vào miệng... ưm... ư ư...!? M-mày... sâu quá?.... Chụt...
Text/11e7/text,ちゅぷ…はぁ…このまま…舌を絡めてほしいのか…？ …こう…か？,Chụp... haa... cứ thế... muốn quấn lưỡi hả?... Thế... này?
Text/11e8/text,はぁ…んん…息が苦しくて…ちゅっ…,Haa... Mmm... Tôi không... thở được... Chu...
Text/11e9/text,吐息がすぐそばまで届いて…いつもより…顔が近くに…,Hơi thở của ngươi ở ngay đó... Chúng ta gần gũi hơn bao giờ hết...
Text/11ea/text,舌で…こうやって口の中をかき回すのが…いいのか…？…ふぅっ…はぁ…,Lưỡi... khuấy trong miệng thế này... ngon hả?... Hự... haa...
Text/11eb/text,ちゅるっ…あぁ…下に…硬いのが当たってる…,Úp... Aah... Ở dưới đó... có thứ gì đó cứng cứng đang ấn vào tôi.
Text/11ec/text,他の誰でもない…我のせいで…こんなに勃起しているのか…？きひひ…,Không phải ai khác... Vì ta mà cương lên thế này hả...? Kihihi...
Text/11ed/text,そうかぁ…はぁ…ちゅっ…入れてもいいぞ……許す…！,Ừ... haa... chu... Cậu có thể cho nó vào. Tôi sẽ cho phép.
Text/11ee/text,キスするのを…止めないで…んっ…そのまま…入れてくれ……もう、十分濡れてるから。,Đừng ngừng hôn tôi... Mmph... Đặt nó vào....Tôi ướt sũng rồi.
Text/11ef/text,あぁ…あぅっ…はぁ…なんだ…これ…う、動けない…っ…！,Aah... Ahh... Haa... Cái gì... Tôi không thể cử động được... Ngh!
Text/11f0/text,こんなに気持ちいいの…初めてなのに…,Sướng thế này... lần đầu mà...
Text/11f1/text,あたしたちが戻ってきたよー…おお…！,Chúng tôi đã trở lại... Ồ...
Text/11f2/text,お変わりありませんでした…（ツルッ）…きゃあっ！,em hy vọng không có chuyện gì xảy ra—(trượt)...Kyaah!
Text/11f3/text,ゆ、床が滑って…この水たまりは…？,Tr-trượt mất... vũng nước này...?
Text/11f4/text,…めっちゃ楽しんだっぽいじゃん。意識が戻るまで待つしかないね。,...Chắc chơi vui lắm ha. Đợi tỉnh lại thôi.
Text/11f5/text,はぁ…もう二回目か。,Haa... lần thứ hai rồi.
Choice/11f6/text,2対1で僕の勝ちだな。,"2-1, anh thắng."
Text/11f7/text,…なっ！…もういい。そうだ、我の負けだ。,"...Cái...! Thôi được. Phải, ta thua."
Text/11f8/text,…コニアルさんは…これからどうなさるんですか？,...Konial-san... từ giờ tính sao?
Text/11f9/text,どうもこうもない。もう本当に未練などないからな。…まだ精液が溢れ出てくるくらい、奥までたっぷり満たされた。,"Ý ngươi là gì, ""cái gì""? Bây giờ tôi không còn gì phải hối tiếc nữa....Tôi đã được lấp đầy hoàn toàn đến mức tinh dịch vẫn đang chảy ra từ người tôi."
Text/11fa/text,ああ…何の未練もない…何も残ってはいない…,Ừ... chẳng vương vấn gì nữa... chẳng còn gì...
Text/11fb/text,…じゃ、あたしらも行かなきゃね。結構時間も使っちゃったし。,Vậy thì chúng ta cũng nên đi thôi~. Chúng ta đã lãng phí đủ thời gian ở đây rồi.
Text/11fc/text,…お前たち、結局パズズについていくのか？,...Tụi bay cuối cùng sẽ theo Pazuzu à?
Text/11fd/text,…はい。ずっと悩んでいました。どちらが正しい道なのか…答えは出ませんでしたけど…最善の選択をしたんだと思います。,...Vâng. Đã luôn phân vân. Đâu mới là đúng... không có câu trả lời... nhưng em nghĩ đã chọn điều tốt nhất.
Text/11fe/text,パズズがあたしらをどこに連れてくかわかんないけど…それがあたしらの選んだ道だから。,Không biết Pazuzu dẫn tụi này đi đâu... nhưng đó là đường tụi này chọn.
Text/11ff/text,…それは選択とは言えない。選択を強いられたんだ。今まで我がお前たちにしてきたことと同じように。違うか？,...Đó không phải lựa chọn. Là bị ép chọn. Như ta từng làm với tụi bay. Không phải sao?
Choice/1200/text,…否定はできない。,...Không thể phủ nhận.
Text/1201/text,…我はパズズに復讐する気はない。余計な手出しをするつもりもない。,...Tôi không có ý định trả thù Pazuzu. Việc can thiệp không phải là việc của tôi.
Text/1202/text,…だが…,...Nhưng...
Text/1203/text,あいつがお前たちを利用しようとしているのは……見過ごせない。,Con đó định lợi dụng tụi bay... không thể nhắm mắt.
Text/1204/text,…これを受け取るのだ。,...Cầm lấy.
Text/1205/text,これは…コンちゃん…？,Đây là... Kon?
Text/1206/text,これ…最初にもらったオナホールじゃん？なんで今これを…,...Đây là Ona-hole hồi đầu nhỉ? Sao giờ đưa...
Text/1207/text,それはアルファとベータの話だ。これはオナホールなんかじゃない。我が集めた全ての情念を詰め込んだ貯蔵庫…『コンちゃんオメガ』だ。,Đó là alpha với beta. Còn đây không phải Ona-hole. Là kho chứa tình cảm ta thu thập... Con-chan Omega.
Choice/1208/text,全ての情念が…この中に？,Tất cả... dục vọng đó... đều ở trong thứ này?
Choice/1209/text,なんで、それを僕たちに？,Sao lại đưa tụi này?
Text/120a/text,この電車に乗ってしばらくした頃…お前たちが聞いてきたことがあったな？脱出するのに必要なチケットの数を。,"Ngay sau khi lên chuyến tàu này, ngươi đã hỏi tôi điều gì đó, nhớ không? Ngươi cần bao nhiêu Vé để trốn thoát."
Text/120b/text,はい。覚えています。途方もない数でしたよね…一千万枚って。,Vâng. Nhớ. Con số khổng lồ... mười triệu vé.
Text/120c/text,三人だから三千万枚集めなきゃって言ってたよね。今聞いても笑えない冗談だし。,Anh nói phải gom 30 triệu vì ba người. Nghe giờ vẫn hong thấy đùa.
Text/120d/text,きひひっ…冗談じゃないぞ。,Kee-hee-hee... Đó không bao giờ là một trò đùa.
Text/120e/text,…それだけあれば、本当にお前たちを帰すことができる。,...Đủ vậy thì thực sự có thể đưa tụi bay về.
Text/120f/text,そして、コンちゃんオメガに集められたチケットの数も…三千万枚。,Và vé tích trong Con-chan Omega... 30 triệu.
Text/1210/text,…これこそが…お前たちに与えるもう一つの『選択肢』だ。,"...Đây là... một ""lựa chọn"" khác mà tôi đưa ra cho ngươi."
Choice/1211/text,…本当にいいのか？,...Thực sự ổn chứ?
Choice/1212/text,一生かけて集めたチケットなんだろ…,Là vé anh tích cả đời...
Text/1213/text,冗談だろう？どうせ戻ったところで没収されるだけだ。,Đùa à? Về cũng bị tịch thu thôi.
Text/1214/text,これ……まさかあたしらも共犯になるとか、そういうんじゃないよね？,"Việc này... sẽ hong khiến chúng ta trở thành đồng phạm hay gì đó, phải không?"
Text/1215/text,きひひっ…気が引けるか？なら捨てていけばいい。あくまで選択肢だということを忘れるな。,Kee-hee-hee. Vứt nó đi nếu nó làm phiền ngươi. Chỉ cần nhớ—đó chỉ là một lựa chọn.
Text/1216/text,パズズと一緒に機関室に着いた時、選択の岐路に立たされるだろう。もし…たった一つの選択に納得がいかないなら…どうしても選べないと思ったら。,"Khi tới phòng máy với Pazuzu, sẽ đứng trước ngã rẽ. Nếu... không hài lòng với chỉ một lựa chọn... không thể chọn được..."
Text/1217/text,このコンちゃんオメガを操縦パネルに突っ込め。そうすれば全てが終わる。,Hãy nhét Con-chan Omega vào bảng điều khiển. Mọi chuyện sẽ kết thúc.
Text/1218/text,それは…信じていいんですか…？,Chúng ta có thể... thực sự tin tưởng điều này không?
Text/1219/text,今まで散々騙してきたな。それだけお前たちがお人好しだったからだが。もう騙せないのは残念だが…パズズに利用されるだけのお前たちは、もっと見ていられない。,Bấy lâu nay lừa mãi. Vì tụi bay quá tốt bụng. Hết lừa được hơi tiếc... nhưng tụi bay bị Pazuzu lợi dụng thì còn khó coi hơn.
Choice/121a/text,今までコニアルの思惑に振り回されてきたのは事実だけど…,"Đúng là Konial đã quấy rối chúng ta suốt thời gian qua, nhưng..."
Choice/121b/text,…今のコニアルは信じられる気がする。,Tôi cảm thấy như bây giờ tôi có thể tin tưởng cậu.
Text/121c/text,…あなたがそう言うなら、はい。しっかり心に刻んでおきます、コニアルさん。,"...Nếu cô nói vậy, vâng. em sẽ khắc ghi, Konial-san."
Text/121d/text,コニアルとパズズ…二人の問題に巻き込まれちゃったみたいだね。,l và Pazuzu... Có vẻ như chúng tôi đã hoàn toàn bị cuốn vào mớ hỗn độn của họ.
Text/121e/text,なぜか自分達で集めてきたチケットも…全部受け取ることになりましたし。,Không hiểu sao tụi mình tự thu thập vé... cũng đều nhận hết.
Choice/121f/text,あとは機関室に向かうだけだ。,Giờ chỉ còn tới phòng máy.
Text/1220/text,準備ができたなら出発しよっか。もう戻れない気がするし。,Sẵn sàng thì đi thôi~. Cảm giác hong thể quay lại.
Text/1221/text,…,...
Text/1222/text,ちょっと待て。,Khoan.
Choice/1223/text,…まだ何かあるの？,...Còn gì nữa à?
Text/1224/text,ああ。あいつらがいなくなるの待ってたんだ。,Ừ. Đợi tụi nó đi.
Text/1225/text,聞かせたら面倒なことになるのが目に見えているからな。,Nghe xong phiền lắm.
Choice/1226/text,急にどうした…？愛の告白とか？,Tự dưng sao thế...? Tỏ tình hả?
