Type,EventID,Korean,Vietnamese,SourceFile,Line
mai,1390,"전화를 빌리느라 이미 늦어 버렸으니까 뭐. 나중에 사과해야지. 그거 외엔 마침 할 일도 없었으니까! 저녁까지 돌아가면 상관 없어.","mai: Dù gì cũng trễ lâu rồi. Hẹn sau xin lỗi là được! Mượn không được điện thoại thì đành chịu thôi! Về trước tối là không sao.",prologue_stage.dtl,81
mai,1391,"그나저나.. 이 방송 소리 너무 거슬리잖아! 게다가 정차하지 않는다니?","mai: Nói chứ cái thông báo này ồn quá không? Mà nó nói không dừng ga nữa là sao?",prologue_stage.dtl,83
mai,1392,"문이 닫힌지 시간이 꽤 지났는데 말야.. 아무래도 수상해. 앞으로 가 보자.","mai: Cửa đóng lâu rồi mà chạy hoài... Hơi kỳ. Ra trước xem sao.",prologue_stage.dtl,84
mai,1394,"정말 거슬리는 소리네! 내용도 이상하고. 어서 따지러 가자.","mai: Ồn kinh khủng! Nội dung cũng kỳ nữa. Ra kiếm chuyện thôi!",prologue_stage2.dtl,6
narration,1395,"다음 칸으로 나아가려는 순간..","Ngay khi tôi chuẩn bị đi sang toa tiếp theo...",prologue_stage2.dtl,8
narration,1396,"'따진다고? 하하핫!'","""Đòi kiếm chuyện với ta hả? Ha-ha-hah!""",prologue_stage2.dtl,9
narration,1397,"방송에서 들리던 그 목소리가 등 뒤에서 울린다.","Giọng nói từ thông báo vang lên ngay sau lưng tôi.",prologue_stage2.dtl,10
narration,1398,"'나 코니알을 찾았어?'","Tìm được người các ngươi cần tìm rồi chứ?",prologue_stage2.dtl,15
mai,1399,"코니알? 네가?","mai: ...Cô là Konial?",prologue_stage2.dtl,17
mai,139f,"..무슨 이벤트 같은 거야? 할로윈?","mai: ...Sự kiện gì à? Halloween hay gì?",prologue_stage2.dtl,30
mai,13a8,"뭐야, 장난이지? 결국 어느 역에던 설 거 아니야?","mai: Cái gì, nói đùa đúng không? Rốt cuộc sẽ dừng ở ga nào đó chứ?",prologue_stage2.dtl,53
mai,13b3,"..사라져?","mai: ...Phanh biến mất?",prologue_stage2.dtl,75
mai,13b6,"맞아. 난 전차에 대해선 하나도 모르는데.","mai: Ừ ừ. Tớ chẳng biết gì về tàu hết.",prologue_stage2.dtl,78
mai,13c3,"으음~.. 귀찮긴 하지만.. 그렇게 안 하면 전차가 멈추지 않는다는 거지.","mai: Ừm... phiền phức đấy, nhưng không làm thì tàu không dừng được đúng không?",prologue_stage2.dtl,96
mai,13c8,"그치? 어차피 집으로 가는 길이었으니까. 조금 늦어도 상관 없어.","mai: Phải ha. Dù gì cũng đang trên đường về, trễ một chút cũng không sao.",prologue_stage2.dtl,106
mai,13cd,"우와..뭔가 본격적이네.","mai: Whoa... Có vẻ ra dáng thật đấy.",prologue_stage2.dtl,113
mai,13de,"난 재밌었어! 보물찾기 하는 느낌이네.","mai: Tớ thấy vui đấy! Cảm giác như đi săn kho báu!",prologue_stage4.dtl,18
mai,13e0,"저기, 역장! 아까 말한 선물 말인데..","mai: Này, cô phụ trách! Về món quà lúc nãy...",prologue_stage4.dtl,22
mai,13e3,"꺄아 귀여워!","mai: Kyaa! Dễ thương quá trời!",prologue_stage4.dtl,27
mai,13eb,"그러고 보니, 인형 밑에 무언가 마개가 있네.","mai: Nhắc mới để ý, dưới con búp bê có gì như cái nút nhỉ.",prologue_stage4.dtl,45
mai,13f6,"..와아.","mai: ...Chà...",prologue_stage4.dtl,70
mai,1403,"..엄청 기분 좋아 보이네.. 표정 좀 봐.","mai: ...Nhìn mặt cậu ấy sướng quá kìa...",prologue_stage4.dtl,86
mai,1405,"야한 컨셉 기획물 같은거 말이지? 전차에서 그런게 가능한가?","mai: Ý cậu là phim khiêu dâm hả? Quay được trong tàu thật sao?",prologue_stage4.dtl,88
mai,1406,"..어쨌든 이 인형도 오나홀.. 인 거지?","mai: ...Nhưng mà con búp bê này cũng là âm đạo giả... đúng không?",prologue_stage4.dtl,90
mai,140a,"뒤집어? 손가락을 넣고.. 이렇게 말인가?","mai: Lộn? Cho ngón tay vào... thế này hả?",prologue_stage4.dtl,96
mai,140d,"자.. 자지가 됐어! 하하핫! 웃긴다 이거!","mai: Hóa... hóa ra dương vật! Ahaha! Hài vãi!",prologue_stage4.dtl,102
mai,1419,"...","mai: ...",prologue_stage4.dtl,120
mai,141a,"(스윽..)","(Lặng lẽ tiến lại gần...)",prologue_stage4.dtl,121
mai,141b,"(문질문질)","mai: (Cọ cọ...)",prologue_stage4.dtl,122
mai,141e,"!!어, 어? ..아 아니! 이런 장난감 딜도는 처음 받아 보니까!","Ơ, hả?! C-Anh hiểu lầm rồi! Đây chỉ là lần đầu tiên tôi nhận được một dương vật giả đồ chơi như thế này!",prologue_stage4.dtl,127
mai,141f,"갑자기 야한 기분이 들거나 한게 아니라고! 그냥.. 비비면 어떤 느낌일까 궁금해서..!","mai: Không phải tự nhiên nổi hứng gì đâu! Chỉ là... tò mò cọ thử xem cảm giác thế nào thôi!",prologue_stage4.dtl,128
mai,1421,"..그 그치만 뭔가 기분이 이상해지는걸. 이런 평범한 전차 안에서 이 풍경은..","mai: N-Nhưng mà cảm giác kỳ lạ lắm. Giữa toa tàu quen thuộc thế này mà thấy cảnh tượng đó...",prologue_stage4.dtl,132
mai,1422,"그리고 레이나 너도.. 쟤들한테서 시선을 때지 못하잖아! 숨도 거칠어져서는..","mai: Mà Reina nữa, từ nãy cứ nhìn chằm chằm không rời mắt! Mặt cũng đỏ lên rồi kìa...",prologue_stage4.dtl,133
mai,1424,"헤헤. 부끄러워 하긴.. 귀엽네. 레이나.","Hehe. Cảm thấy xấu hổ quá... Em dễ thương quá, Reina.",prologue_stage4.dtl,136
mai,1435,"어.. 그치? 되게 자극적이네. 응.","mai: Ừm... quả là bất ngờ thật. Kích thích ghê luôn. Ừ.",prologue_stage4.dtl,172
mai,1440,"으음.. 일단은 계속 하는 수밖엔. 끝냈을 때 보상이 궁금하기도 하고..","mai: Ừm... bao nhiêu chuyện đáng lo, nhưng giờ chỉ còn cách làm theo lời thôi. Mà cũng tò mò phần thưởng nữa...",prologue_stage4.dtl,191
mai,1453,"이야~ 설마 다시 만날 줄 몰랐어. 이것도 엄청난 우연이지?","mai: Chà, không ngờ lại gặp lại. Trùng hợp ghê ha?",small_talk_mai.dtl,4
mai,1454,"전차도 그렇고 코니알이라는 역장도 그렇고 이상한 거 뿐이지만. 당분간 하차는 힘들 거 같아 보이네.","mai: Tàu cũng vậy, cái cô phụ trách Konial cũng vậy... toàn chuyện kỳ lạ. Nhưng có vẻ khó xuống tàu trong thời gian ngắn rồi.",small_talk_mai.dtl,5
mai,1455,"이렇게 된 이상 잘 부탁할게! 나 바보라 도움이 될 지는 모르겠지만 말이야. 하핫!","mai: Nhưng đã thế này thì đành cố thôi! Tớ ngu nên chả biết giúp được gì không. Ahaha!",small_talk_mai.dtl,7
choice,1456,"적어도 덕분에 분위기가 처지진 않을 거 같아.","Ít nhất nhờ cậu mà bầu không khí không bị u ám.",small_talk_mai.dtl,8
mai,1457,"헤헤, 그거라면 걱정 마. 텐션 올리는 법 잘 알고 있으니까.","Hehe, cứ giao cho tớ! Khoản khuấy động không khí là sở trường của tớ mà!",small_talk_mai.dtl,9
mai,1458,"그나저나, 너도 제법이던 걸. 보통 그 상황에서 건강해지기 힘들텐데 말이야.","mai: Mà nói thật, cũng ra dáng phết đấy. Bình thường ai trong hoàn cảnh đó mà 'hăng hái' nổi.",small_talk_mai.dtl,11
choice,1459,"아, 아까 전의..","Ồ, về chuyện lúc trước...",small_talk_mai.dtl,12
choice,145a,"그건 코니알이 강제로..","Đó là do Konial ép...",small_talk_mai.dtl,13
mai,145b,"하하핫! 그런 거 치곤 장난아니게 기분좋은 표정이었다고?","mai: Ahaha! Trông mặt cậu sướng không chịu được kìa!",small_talk_mai.dtl,15
mai,145c,"네 물건도.. 엄청나게 커져 있었던 걸.","Và thứ của cậu... nó trở nên siêu lớn.",small_talk_mai.dtl,17
choice,145d,"..전부 보고 있었어?","...Cậu thấy hết rồi à?",small_talk_mai.dtl,18
mai,145e,"헤헤, 미안 미안. 그야 눈길이 갈 수 밖에 없는 상황이었으니까.","Hehe, xin lỗi, xin lỗi! Ý tôi là, làm sao tôi KHÔNG thể nhìn vào tình huống đó được?",small_talk_mai.dtl,20
mai,145f,"뭐야, 뭘 그렇게 부끄러워 하는건데?","mai: Gì vậy? Cậu có ngượng nghịu gì đâu mà?",small_talk_mai.dtl,22
mai,1460,"실은 나도.. 그렇게 싫어하지 않아. 야한 거. 헤헷.","Thực ra... tôi cũng không bận tâm mấy chuyện đó đâu. Ý tôi là những thứ nghịch ngợm. Heheh!",small_talk_mai.dtl,24
mai,1461,"어쩌면 너나 나나, 이 전차에 오른 게 좋은 선택이었을 수도 있지 않을까?","Biết đâu việc lên chuyến tàu này lại là chuyện may mắn ngoài ý muốn cho cả tớ và cậu thì sao nhỉ?",small_talk_mai.dtl,25
mai,1462,"그런고로 앞으로 잘 부탁할게? 약간은 기대하고 있으니까.","mai: Vậy nên từ giờ nhờ cậu nhé? Tớ có kỳ vọng đấy! Hê hê.",small_talk_mai.dtl,27
choice,1463,"[if {MetaProgression.has_read_event(""t_mai_rest"")} 휴식(완료)/휴식] | [if {npc.love} >= {GameEvents.get_need_love(""t_mai_rest"")}] [else=""hide"" alt_text=""hide""]","[if {MetaProgression.has_read_event(""t_mai_rest"")} Nghỉ ngơi (Hoàn thành)/Nghỉ ngơi]",small_talk_mai.dtl,33
mai,1464,"휴~ 지쳤어! 진전은 있지만 아직 갈길이 먼거 같아.","mai: Phù~ mệt quá! Có vẻ tiến triển rồi, nhưng đường còn dài nhỉ~!",small_talk_mai.dtl,35
mai,1465,"좀 쉬어둬야겠어. 너도 옆에 앉아. 종일 움직이느라 피곤했지? 이럴 땐 귀여운 강아지 영상을 보면서 힐링하는거야.","Tôi cần nghỉ ngơi. Đến ngồi cạnh tôi nhé! Chắc hẳn cậu đã mệt mỏi vì phải di chuyển cả ngày phải không? Những lúc như thế này cần có những video về cún con dễ thương để xoa dịu tâm hồn!",small_talk_mai.dtl,37
mai,1466,"내가 엄선한 플레이 리스트거든. 같이 보자! 화면이 작으니 더 붙어, 자 자!","mai: Playlist tớ tuyển đó. Cùng xem! Màn hình nhỏ nên xích lại gần hơn đi, nào nào!",small_talk_mai.dtl,38
choice,1467,"팔에 가슴이 엄청나게 눌리는데..","Ngực của cô ấy đang thực sự ấn vào cánh tay tôi...",small_talk_mai.dtl,39
mai,1468,"잘 됐네! 쿠션삼아 편하게 기대도 좋아.","Hoàn hảo! Hãy thoải mái dựa vào chúng như một cái đệm!",small_talk_mai.dtl,41
mai,1469,"특별히야! 친구들은 내 가슴 엄청 부러워 하거든. 쉬고 싶을때 서로 차지하려 한다고.","Đây là sự đối xử đặc biệt! Cậu bè của tôi cực kỳ ghen tị với bộ ngực của tôi, cậu biết đấy. Họ luôn tranh nhau xem ai sẽ sử dụng chúng khi họ muốn nghỉ ngơi.",small_talk_mai.dtl,42
mai,146a,"자, 난 익숙하니까 가슴에 편하게 기대. 무척 푹신할 거야. 남자는 처음이지만..","Thôi đi, tôi quen rồi nên cứ tựa thẳng vào ngực tôi. Chúng siêu mềm! Mặc dù... đây là lần đầu tiên tôi với một chàng trai...",small_talk_mai.dtl,44
narration,146b,"(꾸욱)","(*vắt kiệt*)",small_talk_mai.dtl,45
mai,146c,"히히.. 어때, 편하지? 좋은 냄새도 나고. 잠에 들 거 같다고? 안 돼! 나랑 강아지 영상 보기로 했잖아.","mai: Hê hê... Sao? Dễ chịu ha? Lại còn thơm nữa. Buồn ngủ rồi hả? Không được! Còn xem video cún cưng với tớ mà.",small_talk_mai.dtl,46
mai,146d,"자, 편하게 기대서 영상에만 집중해. 세 시간은 되니까. 절대 잠들면 안된다?","mai: Nào, tập trung vào video đi. Khoảng ba tiếng đó. Không được ngủ giữa chừng nha?",small_talk_mai.dtl,47
narration,146e,"(그렇게 가슴에 머리를 기댄채 몇시간동안 강아지 영상을 시청했다.)","(Tôi đã ngả đầu vào ngực cô ấy và xem video chó suốt vài giờ đồng hồ.)",small_talk_mai.dtl,48
narration,146f,"(확실히 피로가 풀렸지만, 도저히 영상에 집중할 수 없었다.)","(Nó chắc chắn giúp tôi thư giãn, nhưng tôi không thể tập trung vào video được.)",small_talk_mai.dtl,49
choice,1470,"[if {MetaProgression.has_read_event(""t_mai_camera"")} 셀카(완료)/셀카] | [if {npc.love} >= {GameEvents.get_need_love(""t_mai_camera"")}] [else=""hide"" alt_text=""hide""]","[if {MetaProgression.has_read_event(""t_mai_camera"")} Chụp ảnh tự sướng (Hoàn thành)/Chụp ảnh tự sướng]",small_talk_mai.dtl,55
mai,1471,"있잖아, 이리 와 봐.","mai: Này, lại đây tí coi.",small_talk_mai.dtl,58
mai,1472,"응, 좀 더 가까이! 옆으로 붙어.","mai: Nào, gần nữa! Sát bên cạnh nè.",small_talk_mai.dtl,59
mai,1473,"좋아! 자 여기 봐~","mai: OK! Nhìn đây nè~",small_talk_mai.dtl,60
narration,1474,"(찰칵)","(Tách)",small_talk_mai.dtl,63
mai,1475,"헤헤~ 잘 받았습니다.","Hehe! Hiểu rồi!",small_talk_mai.dtl,64
mai,1476,"어? 뭐긴, 지금까지 지내면서 여러 일이 있었잖아. 여기서 나가게 되면 모두 기억으로만 남는게 아쉽지 않아?","mai: Hả? Giờ chúng ta đã trải qua đủ thứ chuyện rồi. Ra khỏi đây thì tất cả chỉ còn kỷ niệm, nghĩ buồn không?",small_talk_mai.dtl,66
mai,1477,"난 바보라 금방 까먹거든, 그래서 이렇게 사진으로 남기는 걸 좋아해. 언제든 찍을 수 있게 폰 용량도 엄청 큰 걸로 샀어. 대단하지?","mai: Tớ ngốc nên hay quên lắm. Nên thích lưu lại bằng ảnh. Mua luôn điện thoại dung lượng siêu lớn để chụp thoải mái. Giỏi không?",small_talk_mai.dtl,67
mai,1478,"사실 이전에 레이나하고도 같이 찍었어. 이거 봐. 레이나는 아무래도 사진 같은 거에 익숙하지 않은거 같아.","Thực ra tôi cũng đã uống một ít với Reina rồi. Kiểm tra nó ra! Reina có vẻ không quen chụp ảnh chút nào.",small_talk_mai.dtl,68
mai,1479,"표정이 돌처럼 굳은 채 꼼짝 않는 거 있지? 이건 동영상인데..","Biểu cảm của cô ấy cứng đơ như một bức tượng, cậu biết không? Và đây là một video...",small_talk_mai.dtl,70
mai,147a,"아! 이건 코니알하고 찍은 거.","mai: A! Cái này chụp với Konial nè.",small_talk_mai.dtl,72
choice,147b,"코니알하고?","Với Konial?",small_talk_mai.dtl,73
mai,147c,"아앗! 뭐야 엄청 놀라긴. 이게 그렇게 놀랄 일이야? 의외로 흔쾌히 찍어 주던걸? 스무 장은 넘게 찍었어.","Ối! Phản ứng đó là sao vậy? Nó thực sự đáng ngạc nhiên đến vậy sao? Cô ấy hoàn toàn sẵn lòng nhận chúng! Chúng tôi đã chụp hơn 20 bức ảnh.",small_talk_mai.dtl,75
mai,147d,"심지어 자기 얼굴을 몰래 뒤로 빼서 내 얼굴이 더 크게 나오게 찍었단 말이지?","Cô ấy thậm chí còn bí mật đưa mặt về phía sau để khuôn mặt của tôi trông to hơn trong ảnh, cậu có tin được không?",small_talk_mai.dtl,76
mai,147e,"이건 눈을 감았다고 다시 찍은 거. 정말 이상한 사람이야. 흠흠, 어쨌든 이걸로 모든 사람들과 사진을 남겼어. 어때, 우리 좀 더 찍을까?","mai: Cái này chụp lại vì cô ta nhắm mắt. Người lạ thật chứ. Mà thôi, thế là chụp với mọi người được rồi. Muốn chụp thêm không?",small_talk_mai.dtl,77
mai,147f,"이번엔 네 폰으로.. 아 맞다. 잊어버렸다고 했지? 그럼 번호 알려 줘. 이 사진 보내 줄게!","mai: Lần này dùng điện thoại cậu—à, mất rồi ha. Thế cho tớ số đi. Tí gửi ảnh cho!",small_talk_mai.dtl,79
narration,1480,"(마이에게 폰 번호를 알려 준다.)","(Tôi cho Mai số điện thoại.)",small_talk_mai.dtl,80
mai,1481,"..좋아. 전송.. 완료! 헤헤. 특별히 잘 나온 사진으로 보냈어.","mai: Xong. Gửi... xong! Hê hê. Gửi mấy tấm đẹp nhất cho cậu đó.",small_talk_mai.dtl,81
mai,1482,"돌아가면 꼭 확인해 봐! 답장 하는 거 잊지 말고. 나도 특별히 배경으로.. 응?","mai: Về nhất định phải kiểm tra nha! Nhớ trả lời tin nhắn đó. Tớ cũng đặt làm hình nền... Hử?",small_talk_mai.dtl,82
narration,1483,"(마이가 화면을 손가락으로 몇 번 문질러댄다)","(Mai vuốt ngón tay trên màn hình vài lần.)",small_talk_mai.dtl,84
mai,1484,"이거 뭐지? 사진 속 내 얼굴에..  입에 이건 먼지인가?..음.. 닦아도 안 지워지네. 사진 찍을때 내 입에 이런 게 묻었던가?","Cái gì thế này? Trên mặt tôi trong ảnh... Có phải bụi trên môi tôi không?... Hmm... Nó không bong ra được. Có phải tôi đã dính thứ gì đó vào miệng khi chúng tôi chụp cái này không?",small_talk_mai.dtl,85
mai,1485,"털..인거 같은데..아. ..아아아아아아앗!!!","mai: Lại gần thấy... lông...? Ấy vậy mà... AAAA!!!",small_talk_mai.dtl,87
mai,1486,"이 구불구불한 털.. 그거 맞지? 자..자지의.. 이걸 입에 붙힌 채로 찍은 거야?","mai: Cái lông xoăn tít này... là cái đó đúng không? D-Dương vật... Tớ dính cái này ở miệng rồi chụp ảnh á?",small_talk_mai.dtl,88
mai,1487,"저.. 저기! 어서 폰.. 사라졌다고 했지.. 너.. 돌아가면 당장 지워야 해. 절대 확인하지 말고.","H-Này! Điện thoại của anh... anh nói nó biến mất phải không?... Anh... khi lấy lại được thì xóa ngay. Thậm chí đừng nhìn vào nó đầu tiên.",small_talk_mai.dtl,90
mai,1488,"알겠지? 아니면 폰 채로 변기에 빠트려. 내가 새로 사줄게.","mai: Thật đó! Không thì vứt luôn điện thoại xuống bồn cầu đi. Tớ mua mới cho!",small_talk_mai.dtl,91
mai,1489,"흐으으.. 내가 자지털을 입에 붙힌 채로 털 주인과 셀카를?.. 완전 치녀잖아!","Ughhh... Tôi đã chụp một bức ảnh tự sướng với những cái mu dính vào miệng... VỚI CHỦ SỞ HỮU CỦA CÁC PUBES NÓI?! Tôi đúng là một thảm họa!",small_talk_mai.dtl,92
mai,148a,"..! 설마 역장 녀석.. 아까 같이 사진 찍을 때도 모른척 하고 있던 거야? 내 얼굴이 더 크게 나오게 한 것도?.. 으으!..","mai: ...! Khoan đã, cô phụ trách đó... lúc chụp chung giả vờ không biết thật à? Làm mặt tớ to hơn cũng là cố tình...? Ụ ụ ụ!",small_talk_mai.dtl,93
mai,148b,"난 좀 따지고 올게. 그리고.. 분명 말했다? 폰 찾아내면 사진 반드시 지워!","Tôi sẽ đi nói cho cô ấy một phần suy nghĩ của mình. Và... tôi đã nói với cậu rồi phải không? Khi cậu tìm thấy điện thoại của mình, hãy XÓA CÁC HÌNH ẢNH ĐÓ!",small_talk_mai.dtl,95
mai,148c,"이봐!! 코니알!","CHÀO!! KONIAL!",small_talk_mai.dtl,97
narration,148d,"(마이는 나를 뒤로 하고 코니알에게 달려간다.)","(Mai bỏ tôi lại và chạy về phía Konial.)",small_talk_mai.dtl,98
choice,148e,"[if {MetaProgression.has_read_event(""t_mai_cat"")} 좋아하는 동물(완료)/좋아하는 동물] | [if {npc.love} >= {GameEvents.get_need_love(""t_mai_cat"")}] [else=""hide"" alt_text=""hide""]","[if {MetaProgression.has_read_event(""t_mai_cat"")} Động vật yêu thích (Hoàn thành)/Động vật yêu thích]",small_talk_mai.dtl,105
mai,148f,"좋아하는 동물이 있냐고? 후후후, 질문이 잘못됐어.","mai: Hỏi tớ thích động vật gì à? Hừ hừ hừ, câu hỏi sai rồi nha?",small_talk_mai.dtl,107
mai,1490,"좋아하지 않는 동물이 있냐고 묻는 편이 빠를 거야. 나 그 정도로 모든 동물들을 좋아하거든.","Sẽ nhanh hơn nếu hỏi xem có con vật nào tôi KHÔNG thích không. Đó là cách tôi yêu tất cả họ!",small_talk_mai.dtl,109
mai,1491,"기린, 낙타, 하마, 코끼리라던가.. 응? 키우고 싶은 것중에는?","mai: Hươu cao cổ, lạc đà, hà mã, voi... Hử? Trong loại có thể nuôi ấy hả?",small_talk_mai.dtl,110
mai,1492,"당연히 전부 키우고 싶지만.. 현실적으로 생각하면 고양이나 강아지려나?","mai: Tất nhiên tớ muốn nuôi hết rồi... nhưng thực tế thì chó mèo thôi ha?",small_talk_mai.dtl,112
mai,1493,"그중에는 강아지가 더 좋아! 활발하고 산책도 자주 할 수 있고!","Trong số đó, tôi sẽ chọn một con chó! Chúng cực kỳ tràn đầy năng lượng và cậu có thể đưa chúng đi dạo!",small_talk_mai.dtl,114
mai,1494,"지금까지 동물은 키워본 적 없어서 영상으로 만족할 뿐이지만.. 기회가 되면 기르고 싶어.","mai: Mà tớ chưa nuôi con vật nào cả. Nên chỉ xem video cho đỡ thèm... nhưng có cơ hội thì muốn nuôi thử.",small_talk_mai.dtl,115
mai,1495,"맞다, 동물 이야기를 하니까 떠올랐어. 탐색하던 중에 주운 건데.. 한번 확인해 볼래?","Ồ đúng rồi, nói về động vật làm tôi nhớ ra! Tôi nhặt được cái này trong quá trình Thám hiểm... muốn xem qua không?",small_talk_mai.dtl,117
narration,1496,"낡은 판에 끼워진 종이에 '전차 점검 보고서'라고 적혀 있다. 전차 틈새로 소동물들이 추위를 피해 들어가 사고가 발생한다는 내용이다.","Một tờ giấy kẹp trong tấm bảng cũ ghi 'Báo cáo kiểm tra tàu điện'. Nội dung về việc động vật nhỏ chui vào khe tàu tránh rét gây ra tai nạn.",small_talk_mai.dtl,118
mai,1497,"추운 날에는 동물들이 따듯한 곳을 찾아 차량에 숨어 들어갔다가 종종 큰일이 난다고 해. 이 전차도 자주 발생하나봐.","Vào những ngày lạnh giá, người ta cho rằng động vật đôi khi bò vào xe để tìm hơi ấm và gây ra những vấn đề lớn. Có lẽ điều đó cũng xảy ra rất nhiều trên chuyến tàu này.",small_talk_mai.dtl,119
mai,1498,"아무래도 신경 쓰이는데.. '소동물'이라면 어떤걸 말하는 거지?","mai: Thế mới tò mò... 'động vật nhỏ' trong này cụ thể là gì nhỉ?",small_talk_mai.dtl,121
mai,1499,"무엇보다 이 전차에 다른 생명체가 타 있을수도 있다는 얘긴데.. 기회가 된다면 확인해 볼 수 있으면 좋겠어.","mai: Mà vậy ra ngoài chúng ta còn có sinh vật khác trên tàu...? Không biết có thật không?",small_talk_mai.dtl,123
choice,149a,"[if {MetaProgression.has_read_event(""t_mai_roullete"")} 직감(완료)/직감] | [if {npc.love} >= {GameEvents.get_need_love(""t_mai_roullete"")}] [else=""hide"" alt_text=""hide""]","[if {MetaProgression.has_read_event(""t_mai_roullete"")} Trực giác (Hoàn thành)/Trực giác]",small_talk_mai.dtl,130
mai,149b,"또 돌아와 버렸네.","Aaand chúng tôi quay lại lần nữa.",small_talk_mai.dtl,132
mai,149c,"이제는 이 장소가 집처럼 느껴지기 시작했어. 이거 위험한 거지?","Nơi này bắt đầu có cảm giác như ở nhà. Điều đó... tệ, phải không?",small_talk_mai.dtl,133
choice,149d,"긴장이 풀린다는 건 좋지만.","Ừm, có thể thư giãn cũng không phải là điều xấu.",small_talk_mai.dtl,134
choice,149e,"걱정되거나 하진 않아?","Cậu có lo lắng chút nào không?",small_talk_mai.dtl,135
mai,149f,"집으로 돌아가지 못할까 봐? 물론 그건 싫어. 생각하면 무서워지기도 하고.","mai: Lo không về được hả? Dĩ nhiên là ghét. Nghĩ vậy cũng thấy sợ.",small_talk_mai.dtl,137
mai,14a0,"집에 있는 동생들은 내가 전부 챙겨주고 있으니까. 식사나 목욕 같은거.","Tôi lo mọi việc cho các em tôi ở nhà. Ăn uống, tắm rửa, đủ thứ.",small_talk_mai.dtl,138
mai,14a1,"지금도 날 기다리고 있을거..라고 생각했지만, 코니알이 말한 거 기억나?","mai: Nghĩ là tụi nhỏ đang đợi mình... nhưng còn nhớ Konial đã nói gì không?",small_talk_mai.dtl,139
mai,14a2,"이 전차는 시간이 흐르고 있지 않다면서? 바깥의 풍경도 지금까지 그대로고.","mai: Tàu này không có thời gian trôi qua đúng không? Cảnh bên ngoài cũng y nguyên.",small_talk_mai.dtl,140
mai,14a3,"적어도 동생들이 나를 걱정하며 기다리고 있지 않을거라는 사실만으로 조급한 마음은 사라졌어.","Chỉ cần biết các anh chị em của tôi không ngồi đó lo lắng cho tôi... chỉ điều đó thôi cũng khiến tôi trút bỏ được bao gánh nặng.",small_talk_mai.dtl,142
mai,14a4,"몇번이고 이변을 찾아내다 보면 결국엔 우리 모두 탈출할 수 있을 거니까. 그치?","Nếu chúng ta tiếp tục tìm thấy Dị thường, cuối cùng tất cả chúng ta sẽ trốn thoát. Phải?",small_talk_mai.dtl,143
choice,14a5,"당연하지. 내가 책임질게.","Tất nhiên. Tôi sẽ chịu trách nhiệm.",small_talk_mai.dtl,144
mai,14a6,"응! 나도 엄~청 의지하고 있어. 모두 잘 될거야. 이래봬도 이런 쪽의 직감은 정말 좋거든.","mai: Vậy OK! Tớ cũng trông cậy nhiều lắm. Mọi chuyện rồi sẽ ổn thôi. Nhìn vậy chứ trực giác tớ tốt lắm đó.",small_talk_mai.dtl,146
choice,14a7,"그러고보니 마이는 감이 무척 좋지?","Nghĩ lại thì Mai có trực giác tốt thật nhỉ.",small_talk_mai.dtl,147
choice,14a8,"묘한 통찰력도 있는 거 같고..","Hình như còn có sự nhạy bén kỳ lạ nữa...",small_talk_mai.dtl,148
mai,14a9,"맞아! 몇 번 말했었지? 가챠를 할 때 원하는 걸 뽑는 타이밍은 기가 막히게 알 수 있어.","Chuẩn rồi! Tôi đã từng đề cập đến nó rồi phải không? Khi nói đến trò kéo Gacha, tôi hoàn toàn có thể xác định được thời điểm để đạt được điều mình muốn.",small_talk_mai.dtl,150
narration,14aa,"그녀는 능숙하게 스마트폰의 게임을 켜고 가챠 뽑기 화면으로 이동한다.","Cô ấy mở một trò chơi trên điện thoại thông minh của mình một cách thành thạo và điều hướng đến Màn hình vẽ Gacha.",small_talk_mai.dtl,151
mai,14ab,"여기 보이지? 이 버튼을 누르면 한번에 10명의 랜덤 캐릭터를 뽑을 수 있어.","mai: Thấy không? Ấn nút này là có thể rút ngẫu nhiên 10 nhân vật một lần.",small_talk_mai.dtl,152
mai,14ac,"내 '감'이라면.. A급 캐릭터가 3명정도 나오려나.","mai: Theo 'trực giác' của tớ... lần này chắc ra 3 đứa hạng A.",small_talk_mai.dtl,154
narration,14ad,"그렇게 말하곤 망설임 없이 뽑기 버튼을 누른다. 그 결과..","Cô ấy nói xong, không do dự ấn nút gacha. Kết quả là...",small_talk_mai.dtl,155
choice,14ae,"A급 3명, B급 7명..","Ba hạng A, bảy hạng B...",small_talk_mai.dtl,156
choice,14af,"..정말 말한대로 나왔잖아?","...Nó thực sự diễn ra đúng như cậu nói?",small_talk_mai.dtl,157
mai,14b0,"헤헤, 신기하지? 이유는 모르겠지만 결과는 절대 틀린 적 없다는 말씀.","Hehe, điên rồi phải không? Không biết tại sao, nhưng tôi thực sự chưa bao giờ sai!",small_talk_mai.dtl,159
choice,14b1,"저기 마이. 그렇다면.","Nè Mai. Nếu vậy...",small_talk_mai.dtl,160
choice,14b2,"복권이나 경마에 그 능력을 써 보는 건..","Thử dùng năng lực đó cho vé số hay đua ngựa thì sao...",small_talk_mai.dtl,161
mai,14b3,"하핫! 내 친구들이랑 똑같은 얘기를 하네. 눈을 엄청 반짝이는데?","mai: Ahaha! Cậu nói y hệt cậu tớ. Mắt sáng lên kìa!",small_talk_mai.dtl,163
