key,en,jp,ko,zh,cn
<!MissingKey:6438:W-wait! You can't just...!>,W-wait! You can't just...!,ちょ…ちょっと待ってください！このままでは…！,자.. 잠깐! 이대로 갈 수는..!,等……等等！妳不能就這樣——,等……等等！妳不能就这样——
"<!MissingKey:6439:Even in cars you have previously explored, lost items may still be found. I would recommend checking them once more.>","Even in cars you have previously explored, lost items may still be found. I would recommend checking them once more.",一度探索された車両でも紛失物が見つかることがございますので…改めてもう一度確認されてみるのもよろしいかと。,탐색했던 전차칸이라도 분실물이 발견될 수 있으니 한번 더 확인해 보시면 좋을 듯 합니다.,即使是探索過的車廂也可能會發現失物，建議您可以再確認一次。,即使是探索过的车厢也可能会发现失物，建议您可以再确认一次。
<!MissingKey:6440:I can open the door for you if you'd like. If you really feel up for jumping off a moving train.>,I can open the door for you if you'd like. If you really feel up for jumping off a moving train.,ドアなら開けてやってもいいが。このまま電車から飛び降りてみるか？,문이라면 열어 줄게. 달리는 전차에서 뛰어 내리던가.,門的話我可以幫你開，你就從行駛中的電車上跳下去吧。,门的话我可以帮你开，你就从行驶中的电车上跳下去吧。
<!MissingKey:6441:I thought they'd be waiting for me right now... but then I remembered what Konial said.>,I thought they'd be waiting for me right now... but then I remembered what Konial said.,今もあたしのことずっと待ってるのかなー…って考えもしたけど、コニアルが言ってたこと覚えてる？,"지금도 날 기다리고 있을거..라고 생각했지만, 코니알이 말한 거 기억나?",他們現在應該還在等我……本來是這麼想的，但你還記得柯尼亞爾說的話嗎？,他们现在应该还在等我……本来是这么想的，但你还记得柯尼亚尔说的话吗？
,,,,,
<!MissingKey:6443:Pazuzu>,Pazuzu,パズズ,파주주,帕祖祖,帕祖祖
<!MissingKey:6444:Troublesome?>,Troublesome?,困ったこと…？,곤란한 일?,困擾的事？,困扰的事？
<!MissingKey:6445:*squeeze*>,*squeeze*,(ぎゅっ),(꾸욱),（擠壓）,（挤压）
<!MissingKey:6446:Weapon?>,Weapon?,…武器？,무기?,武器？,武器？
<!MissingKey:6447:Really? Let's find it before it stops!>,Really? Let's find it before it stops!,ほんと？切れる前に探そ！,정말? 끊기기 전에 찾자!,真的嗎？趁還沒掛斷趕快找！,真的吗？趁还没挂断赶快找！
<!MissingKey:6448:...>,...,…,...,……,……
<!MissingKey:6449:What?! ...Ahem.>,What?! ...Ahem.,なに？！…んんっ…,뭐?! ..크흠.,什麼？！……咳哼。,什么？ ！ ……咳哼。
"<!MissingKey:6450:Hey, don't talk like our deaths are already set in stone...!>","Hey, don't talk like our deaths are already set in stone...!",ちょっと、死ぬの決定みたいに言わないでよ…！,"뭐, 죽는 게 기정 사실인 것처럼 말하지 마..!",幹嘛說得好像我們死定了一樣啦……！,干嘛说得好像我们死定了一样啦……！
<!MissingKey:6451:???>,???,???,???,???,???
<!MissingKey:6452:Huh?! Why are you stopping?>,Huh?! Why are you stopping?,…えっ！？ど、どうして立ち止まるんですか……,읏?! 왜 멈춰서는 건가요.,唔？！為什麼突然停下來了。,唔？ ！为什么突然停下来了。
"<!MissingKey:6453:""This is Train 45, and I am Konial, the conductor."">","""This is Train 45, and I am Konial, the conductor.""",『本電車の名前は45番電車。私が45番電車の車掌を務めさせていただきます、コニアルです。』,"'본 전차의 이름은 45번 전차. 저는 45번 전차의 역장, 코니알입니다.'",「本列車名為45號列車。我是45號列車的車長——柯尼亞爾。」,「本列车名为45号列车。我是45号列车的车长——柯尼亚尔。」
,,,,,
<!MissingKey:6455:...Kee-hee-hee. So? What do you think? This is the only way... the only way to bring Reina and Mai back...>,...Kee-hee-hee. So? What do you think? This is the only way... the only way to bring Reina and Mai back...,…きひひ…どうだ。これが…怜奈と舞を生き返らせる唯一の方法だ…,"..키히히. 어때, 이 방법이.. 레이나와 마이를 되살릴 수 있는 유일한 방법..",……嘰嘻嘻。怎麼樣，這個方法……是能讓怜奈和舞復活的唯一方法……,……叽嘻嘻。怎么样，这个方法……是能让怜奈和舞复活的唯一方法……
"<!MissingKey:6456:Here's the thing. Even I wouldn't do it with just anyone no matter how pent up I get. If anything, I get pickier.>","Here's the thing. Even I wouldn't do it with just anyone no matter how pent up I get. If anything, I get pickier.",大体さ、あたしだってどんなに性欲溜まっても誰とでも良いやってなるわけじゃないし。むしろ、だからこそ相手を選びたいっていうか。,그게 말이지. 나라도 아무리 성욕이 쌓여도 아무하고나 하진 않는걸. 오히려 더 까다롭달까.,是這樣的啦，就算我性慾再怎麼累積，也不會隨便跟誰都來一發的好嗎？反而會更挑剔呢。,是这样的啦，就算我性欲再怎么累积，也不会随便跟谁都来一发的好吗？反而会更挑剔呢。
<!MissingKey:6457:...>,...,…,...,……,……
,,,,,
<!MissingKey:6459:It's decided! You're fired.>,It's decided! You're fired.,決めた！お前はクビだ。,결정했어! 넌 해고야.,決定了！你被解僱了。,决定了！你被解雇了。
"<!MissingKey:6460:Here. This is your wallet, right?>","Here. This is your wallet, right?",ほら、君の財布で合ってるよね？,"여기, 네 지갑 맞지?",喏，這是妳的錢包吧？,喏，这是妳的钱包吧？
<!MissingKey:6461:I found it during exploration with Mai...>,I found it during exploration with Mai...,舞と探索してた時に、見つけたんだけど…,마이와 탐색할 때 찾은 건데..,是和舞一起探索時找到的……,是和舞一起探索时找到的……
<!MissingKey:6462:What?! Th-that's so mean of you...>,What?! Th-that's so mean of you...,えっ！？あ……あんまりじゃないですか、そんな…！,읏?! 너.. 너무하잖아요 그건.,嗚？！您、您這樣也太過分了吧！,呜？ ！您、您这样也太过分了吧！
<!MissingKey:6463:...That door is conspicuously wide open.>,...That door is conspicuously wide open.,…ドアが…これみよがしに開いていますね。,..문이 보란듯이 열려 있어요.,……門就這麼大剌剌地敞開著。,……门就这么大剌剌地敞开着。
"<!MissingKey:6464:...I told you I have no other regrets. ...Even if you offered more, I have nothing to give in return.>","...I told you I have no other regrets. ...Even if you offered more, I have nothing to give in return.",…他に未練はないと言っただろう…お前がこれ以上何かしてくれたとしても、我には返せるものが無い。,..다른 미련은 없다고 했잖아. ..네가 뭘 더 해준다 해도 난 줄 게 없어.,……我不是說過沒有其他遺憾了嗎？……就算你想為我做更多，我也沒什麼能給你的。,……我不是说过没有其他遗憾了吗？ ……就算你想为我做更多，我也没什么能给你的。
<!MissingKey:6465:Entertained...? Are they g-going to do... what those monsters did earlier...?!>,Entertained...? Are they g-going to do... what those monsters did earlier...?!,相手って…さっきの怪物みたいに…また…す、するつもりなの…？！,상대라니.. 아까 그 괴물처럼 하.. 하려는 건가요..?!,陪我……該不會是要像剛才那個怪物一樣……對、對我……？！,陪我……该不会是要像刚才那个怪物一样……对、对我……？ ！
<!MissingKey:6466:>,,,Smile,,
"<!MissingKey:6467:Like this, you say? ...Hhyah?!>","Like this, you say? ...Hhyah?!",こ、このままでございますか…？……ひぅっ！？,이대로 말입니까? ..흐읏?!,就這樣嗎？……呼嗚？！,就这样吗？ ……呼呜？ ！
<!MissingKey:6468:KYAAAA! Is this bird poop?!>,KYAAAA! Is this bird poop?!,ぎゃああっ！鳥のフン？！,꺄아악! 새똥이야?!,呀啊啊！是鳥屎嗎？！,呀啊啊！是鸟屎吗？ ！
"<!MissingKey:6469:That's this train, isn't it? So it's been around for ages. But how come we never knew it existed until now?>","That's this train, isn't it? So it's been around for ages. But how come we never knew it existed until now?",この電車のことじゃん？かなり古い電車だったんだ。てか、今まで全然知らなかったの？,이 전차잖아? 꽤나 오래 된 전차구나. 근데 여태 한번도 그 존재를 몰랐던거야?,就是這輛電車嘛？原來是這麼老的電車啊。可是你們以前都完全不知道它的存在嗎？,就是这辆电车嘛？原来是这么老的电车啊。可是你们以前都完全不知道它的存在吗？
"<!MissingKey:6470:A-and! What's this about being a whistleblower? You're not messing with me, are you?>","A-and! What's this about being a whistleblower? You're not messing with me, are you?",そ、それに！操縦士って…どういうこと！？…からかってるんじゃないよね？,"그, 그리고! 조종사 얘기는 뭐야? 놀리는 거 아니지?",還、還有！關於飛行員的事是怎麼回事？不是在騙我吧？,还、还有！关于飞行员的事是怎么回事？不是在骗我吧？
,,,,,
<!MissingKey:6472:Why are you giving this to us?>,Why are you giving this to us?,なんで、それを僕たちに？,이걸 왜 우리한테?,為什麼要給我們這個？,为什么要给我们这个？
<!MissingKey:6473:I finally figured it out. Why you found me so easily after I'd been in hiding for so long.>,I finally figured it out. Why you found me so easily after I'd been in hiding for so long.,やっとわかったのさ。長い間隠れていた我が、こんな簡単に見つけられた…その理由が。,이제야 알았어. 오랜 기간 잠적한 나를 이렇게 쉽게 찾은 이유.,我終於明白了。銷聲匿跡這麼久，妳卻能這麼輕易找到我的原因。,我终于明白了。销声匿迹这么久，妳却能这么轻易找到我的原因。
<!MissingKey:6474:Is this it? It's staring right through me...>,Is this it? It's staring right through me...,…これですか？穴が開くほど見つめてきますね……,이건가요? 뚫어져라 쳐다 보는데..,是這個嗎？一直死盯著看……,是这个吗？一直死盯着看……
<!MissingKey:6475:Now then... what seems out of place here...>,Now then... what seems out of place here...,えっと…この場所のおかしな点は…,어디.. 이 곳의 이상한 점은..,讓我看看……這裡有什麼異常的地方……,让我看看……这里有什么异常的地方……
<!MissingKey:6476:And why they were so slippery... for easier movement inside... Ungh...>,And why they were so slippery... for easier movement inside... Ungh...,どうしてぬるぬるしているのかも…中でより動きやすくするため…？…うぅっ…,어째선지 미끌미끌하는 것도.. 안에서 더 잘 움직이려고.. 으읏..,難怪滑滑的……原來是為了在裡面更順暢地……嗚嗚……,难怪滑滑的……原来是为了在里面更顺畅地……呜呜……
<!MissingKey:6477:Mmm... okay. Do whatever you want with me...>,Mmm... okay. Do whatever you want with me...,んん…いいよ…好きにして…,으응.. 좋아. 원하는 대로 해 줘..,嗯嗯……好，照你想要的做吧……,嗯嗯……好，照你想要的做吧……
<!MissingKey:6478:(That sound... was that... from me...?)>,(That sound... was that... from me...?),(この音…私から…),(이 소리.. 나한테서..),（這個聲音……是我發出來的……）,（这个声音……是我发出来的……）
<!MissingKey:6479:You said you were tired from moving around all day... nngh! ...Liar.>,You said you were tired from moving around all day... nngh! ...Liar.,一日中動いて疲れてるって言ってたくせに…んっ！…嘘つき…,종일 움직이느라 힘이 없다면서.. 읏! ..거짓말쟁이.,不是說活動了一整天很累嗎……嗯！大騙子……,不是说活动了一整天很累吗……嗯！大骗子……
<!MissingKey:6480:Th-these bracelets are linked to Lamashtu's consciousness...>,Th-these bracelets are linked to Lamashtu's consciousness...,こ…このブレスレットは…ラマシュトゥの意識と繋がっています…,이..이 팔찌는 라마슈투의 의식과 연결되어 있어요..,這、這個手鐲與拉瑪什圖的意識相連……,这、这个手镯与拉玛什图的意识相连……
<!MissingKey:6481:...So.>,...So.,…だから,..그러니까.,……所以說。,……所以说。
"<!MissingKey:6482:You too... don't look anywhere else... please, look only at me.>","You too... don't look anywhere else... please, look only at me.",あなたも…私を…見ていてください…,당신도.. 다른 곳 말고.. 절 봐주세요.,您也……不要看別的地方……只看著我好嗎？,您也……不要看别的地方……只看着我好吗？
"<!MissingKey:6483:My breasts, my butt... Let me show you up close.>","My breasts, my butt... Let me show you up close.",おっぱいも、お尻も。もっと近くで見せてあげますね…,"가슴도, 엉덩이도. 좀 더 가까이서 보여 드릴게요.",胸部、屁股都……我會讓您靠更近一點看。,胸部、屁股都……我会让您靠更近一点看。
<!MissingKey:6484:I have a favor to ask.>,I have a favor to ask.,お願いがあるんだ。,부탁이 있어.,我有個請求。,我有个请求。
"<!MissingKey:6485:We pounce carefully, all at once. Got it?>","We pounce carefully, all at once. Got it?",慎重に、一発で仕留めるよ。わかった？,조심해서 한번에 덮치는 거야. 알았지?,小心一點，一口氣撲上去！聽懂了吧？,小心一点，一口气扑上去！听懂了吧？
"<!MissingKey:6486:""Excuse me, coming through!"">","""Excuse me, coming through!""",「すみません、降ります！」,"'잠시만요, 내리겠습니다!'",不好意思，我要下車！,不好意思，我要下车！
<!MissingKey:6487:Kihit! What's with that tacky name? Never heard of it.>,Kihit! What's with that tacky name? Never heard of it.,きひっ！何だ？その田舎臭い名前は。知らんな。,키힛! 뭐야 그 촌스러운 이름. 모르겠는걸.,嘰嘻嘻！什麼啊那土裡土氣的名字，沒聽過呢。,叽嘻嘻！什么啊那土里土气的名字，没听过呢。
"<!MissingKey:6488:It would appear so. At this rate, it shall surely disrupt the Item supply...>","It would appear so. At this rate, it shall surely disrupt the Item supply...",そのようでございます。このままでは景品の供給に支障が出てしまいますので…,그런 거 같습니다. 이래서는 상품 수급에 차질이 생길 텐데..,似乎是這樣沒錯，這樣下去商品供給恐怕會出問題……,似乎是这样没错，这样下去商品供给恐怕会出问题……
,,,,,
<!MissingKey:6490:This feels really unpleasant... I'm going to step back.>,This feels really unpleasant... I'm going to step back.,なんか気持ち悪いです…少し離れますね。,뭔가 기분 나빠요.. 좀 거리를 둘게요.,好噁心……我離遠一點。,好恶心……我离远一点。
<!MissingKey:6491:Yeah...! Okay... I'll show you lots... Hehehe...>,Yeah...! Okay... I'll show you lots... Hehehe...,うんっ！ いいよ…いっぱい見せてあげる…えへへっ…,응..! 좋아.. 잔뜩 보여 줄게.. 헤헤헷..,嗯……！好喔……我會讓你看好多好多的……嘿嘿嘿……,嗯……！好喔……我会让你看好多好多的……嘿嘿嘿……
<!MissingKey:6492:What are you talking about?>,What are you talking about?,全然そんなことないよ。,무슨 소리 하는거야.,妳在說什麼呀？,妳在说什么呀？
<!MissingKey:6493:Huh? Really...? That sounds super boring...>,Huh? Really...? That sounds super boring...,ええ～？そうなん？…超ヒマそう…,에에? 그렇구나.. 무척 심심하겠네..,欸？這樣喔……那不是超無聊的嗎？,欸？这样喔……那不是超无聊的吗？
<!MissingKey:6494:...Okay.>,...Okay.,…うん。,..응.,……嗯。,……嗯。
<!MissingKey:6495:...>,...,…,...,……,……
,,,,,
"<!MissingKey:6497:Not to mention that it had been over ten minutes since the train departed, yet showed no sign of stopping. The speed hadn't changed at all.>","Not to mention that it had been over ten minutes since the train departed, yet showed no sign of stopping. The speed hadn't changed at all.",そして…電車が駅を発車してから10分以上経っているのに、停車する気配もなくスピードも変わらない。,"그리고.. 전차가 출발한 지 10여 분이 넘게 지났는데, 정차는 커녕 속도 역시 그대로이다.",而且……電車出發都已經超過十分鐘了，不但沒有停車，速度也絲毫不變。,而且……电车出发都已经超过十分钟了，不但没有停车，速度也丝毫不变。
<!MissingKey:6498:...If you escape this place and face your original fate... are you really sure you won't regret it?>,...If you escape this place and face your original fate... are you really sure you won't regret it?,…ここを脱出して、本来の因果と向き合うことになっても…本当に後悔しない自信があるのか？,..이 곳을 탈출해서 원래 인과를 마주하게 돼도.. ..정말로 후회하지 않을 자신 있어?,……就算從這裡逃出去，面對原本的因果……你真的有自信不會後悔嗎？,……就算从这里逃出去，面对原本的因果……你真的有自信不会后悔吗？
"<!MissingKey:6499:Don't look at me like that. I'll be joining you, after all.>","Don't look at me like that. I'll be joining you, after all.",そう睨むな。我も同じ目に遭うんだからな。,그렇게 쳐다 보지 마~ 나도 함께할거니까.,別那樣瞪著我嘛～我也會一起的呦。,别那样瞪着我嘛～我也会一起的呦。
"<!MissingKey:6500:Oh, I don't really mind anymore.>","Oh, I don't really mind anymore.",あ…別に、もう気にしてませんよ。,"아, 이제는 별로 신경 안 써요.",啊，現在我已經不太在意了。,啊，现在我已经不太在意了。
<!MissingKey:6501:...Something feels off about the atmosphere.>,...Something feels off about the atmosphere.,…なんか雰囲気おかしくない？,.. 뭔가 분위기가 이상한데.,……氣氛好像有點不對勁。,……气氛好像有点不对劲。
"<!MissingKey:6502:Since everyone's here, let me show you again. How this one got fucked senseless!>","Since everyone's here, let me show you again. How this one got fucked senseless!",丁度全員揃ってることだし、もう一度見せてやろう。あいつがどんな風に犯されてたかをな！,마침 모두 모였으니 한번 더 보여줄게. 저 녀석이 어떤 식으로 따먹혔는지!,既然大家都到齊了，就再展示一次吧，讓你們看看那傢伙是怎麼被操的！,既然大家都到齐了，就再展示一次吧，让你们看看那家伙是怎么被操的！
<!MissingKey:6503:I can see it all over your face.>,I can see it all over your face.,顔に出てるよ。,표정에서 다 보이는걸.,妳的表情已經全寫在臉上了。,妳的表情已经全写在脸上了。
,,,,,
<!MissingKey:6505:If it's for the Tickets...>,If it's for the Tickets...,チケットのためなら…,티켓을 위해서라면..,為了票券的話……,为了票券的话……
,,,,,
"<!MissingKey:6507:Even while lost in the kiss, we skillfully strip each other. The moment my throbbing cock springs free, she climbs on top like she's been waiting for it.>","Even while lost in the kiss, we skillfully strip each other. The moment my throbbing cock springs free, she climbs on top like she's been waiting for it.",キスに夢中になりながらも、互いの服を手慣れた様子で脱がせていく。張り裂けそうなちんぽが解放されると、彼女は待ってましたとばかりに僕の上に跨ってきた。,키스에 집중하면서도 서로의 옷을 능숙하게 벗겨 간다. 터질듯한 자지가 해방되자 그녀는 기다렸다는 듯 내 위로 올라타온다.,即使專注於親吻，我們也熟練地褪去彼此的衣物，當脹得快要爆發的肉棒獲得解放時，她迫不及待地跨坐到我身上。,即使专注于亲吻，我们也熟练地褪去彼此的衣物，当胀得快要爆发的肉棒获得解放时，她迫不及待地跨坐到我身上。
"<!MissingKey:6508:*Sigh*, anyway. You get it now, right? There's no way you can escape this Car with your power. Just stay locked in this single-car prison until you rot.>","*Sigh*, anyway. You get it now, right? There's no way you can escape this Car with your power. Just stay locked in this single-car prison until you rot.",…とにかく。もう分かっただろう？この車両はお前の力じゃ絶対に脱出できない。死ぬまでこの一両電車に閉じ込められているがいい。,"하아, 어쩄든. 이제 알겠지? 이 칸은 네 힘으론 절대 탈출 못해. 죽을 때까지 이 단칸 전차에 갇혀 있으면 되는 거야.",唉，總之現在妳懂了吧？妳絕對逃不出去，就在這節單廂電車裡關到死吧。,唉，总之现在妳懂了吧？妳绝对逃不出去，就在这节单厢电车里关到死吧。
,,,,,
"<!MissingKey:6510:Slowly... pull them down... Ah, they're stretching out like strings...>","Slowly... pull them down... Ah, they're stretching out like strings...",ゆっくり…下ろして…あ、糸が引いて…伸びてます…,"천천히.. 내려서.. 아, 실처럼 늘어지고 있어요..",慢慢地……往下拉……啊，拉出絲來了……,慢慢地……往下拉……啊，拉出丝来了……
"<!MissingKey:6511:For now, let's head back to the starting point and try our exploration again.>","For now, let's head back to the starting point and try our exploration again.",とりあえず開始地点に戻って、もう一度探索してみよう。,일단은 시작 지점으로 돌아가서 다시 탐색해 보자.,先回起始點，再重新探索一遍吧。,先回起始点，再重新探索一遍吧。
<!MissingKey:6512:I see. I'll handle it.>,I see. I'll handle it.,そうなんだ。僕がなんとかしてみるよ。,그렇구나. 내가 해결해 줄게.,原來如此，我來處理吧。,原来如此，我来处理吧。
<!MissingKey:6513:...! (Covers her skirt with her hands)>,...! (Covers her skirt with her hands),…！(手でスカートを隠す),..!! (손으로 치마를 가린다),……！！（用手遮住裙子）,……！ ！ （用手遮住裙子）
"<!MissingKey:6514:It was an experience I may never have again. The lap pillow, I mean...>","It was an experience I may never have again. The lap pillow, I mean...",もう二度とできない経験でしたね…,다시는 못할 경험이었어요. 무릎 배게는..,那真是難以再經歷的體驗呢，膝枕……,那真是难以再经历的体验呢，膝枕……
,,,,,
<!MissingKey:6516:...>,...,………,.....,我……,我……
"<!MissingKey:6517:Yeah. Nothing's been too rough so far, at least.>","Yeah. Nothing's been too rough so far, at least.",だよねー。まあ今んとこ、思ったよりキツくはないけどさ…あたしはスマホもあるし。,그러게. 아직까지 힘든 건 없지만 말이야.,是啊，雖然目前還不算太辛苦就是了。,是啊，虽然目前还不算太辛苦就是了。
"<!MissingKey:6518:...Hey, you got any tissues? ...Ugh...>","...Hey, you got any tissues? ...Ugh...",…ねえ、やっぱティッシュある？…ふえぇん…,"..저기, 역시 티슈 있어? ..흐에엥..",……那個，你有衛生紙嗎？……嗚嗚嗚……,……那个，你有卫生纸吗？ ……呜呜呜……
"<!MissingKey:6519:Alright, let's head out.>","Alright, let's head out.",僕たちもそろそろ出発しよう。,우리도 슬슬 출발하자.,我們也差不多該出發了。,我们也差不多该出发了。
"<!MissingKey:6520:...Here! The official mascot of Train 45, the Konial Doll! It's still a prototype, though.>","...Here! The official mascot of Train 45, the Konial Doll! It's still a prototype, though.",……じゃーん！45番電車のマスコット、コニアル人形！まだ試作品だがな。,"..자! 45번 전차의 마스코트, 코니알 인형! 아직 시제품이지만.",……噹噹！45號列車的吉祥物，柯尼亞爾人偶！雖然還是試作品啦～,……当当！ 45号列车的吉祥物，柯尼亚尔人偶！虽然还是试作品啦～
<!MissingKey:6521:Th-That's... I haven't really thought about it.>,Th-That's... I haven't really thought about it.,そ、それは…考えてなかったな。,"그, 그건.. 생각 안 해봤는데.",這、這個嘛……我沒想過耶。,这、这个嘛……我没想过耶。
<!MissingKey:6522:...I have no more regre—>,...I have no more regre—,…もう未練なんて…,..이제 미련은 없..,……我已經沒有什麼好留……,……我已经没有什么好留……
"<!MissingKey:6523:More than being totally naked, something that looks like it could slip off any second...>","More than being totally naked, something that looks like it could slip off any second...",全部脱いだのより、こういう今にも脱げそうな…,모두 벗은 것보다 이런 금방이라도 벗겨질 듯한..,比起全部脫掉，這種隨時都要掉下來的感覺……,比起全部脱掉，这种随时都要掉下来的感觉……
"<!MissingKey:6524:I-I... Because of me, you're... th-this much... Y-your c-cock... is hard... I'm so sorry.>","I-I... Because of me, you're... th-this much... Y-your c-cock... is hard... I'm so sorry.",わ、私のせいで、こんなに…お、おちんちん…大きくなっちゃったんですね……ご、ごめんなさい…,"저.. 저 때문에 이렇게나.. 자..자지, 발기.. 하시다니.. ..죄송해요.",因、因為我的關係……變得這麼……陰、陰莖……勃起了……對不起。,因、因为我的关系……变得这么……阴、阴茎……勃起了……对不起。
"<!MissingKey:6525:Right! There are tons of ways to make sex feel even better, you know.>","Right! There are tons of ways to make sex feel even better, you know.",そうそう。もっと気持ちよくセックスできる方法だって、いっぱいあるんだから。,맞아. 더 기분 좋게 섹스할 수 있는 방법도 많단 말이야.,對啊，能讓做愛更舒服的方法還多著呢。,对啊，能让做爱更舒服的方法还多著呢。
"<!MissingKey:6526:Yoohoo! Hey Butler, we're back!>","Yoohoo! Hey Butler, we're back!",やっほー、執事、来たよー！,"야호- 집사, 우리 왔어.",呦呼～執事，我們來啦。,呦呼～执事，我们来啦。
"<!MissingKey:6527:Haah! Hnngh! W-wait, don't look... at my face... Nngh!>","Haah! Hnngh! W-wait, don't look... at my face... Nngh!",はぁっ！はぅっ！ちょ、ちょっと、見ないでぇっ……あたしの顔……んんっ…！,"하앗! 하으읏! 자,잠깐, 보지 마아앗.. 내 얼굴.. 으읏!",哈啊！哈嗯嗯！等、等一下，不要看啊啊……我的臉……嗯啊！,哈啊！哈嗯嗯！等、等一下，不要看啊啊……我的脸……嗯啊！
<!MissingKey:6528:No.>,No.,いや。,아니.,不。,不。
<!MissingKey:6529:The pleasure that cock could give her—something she would never know if not now—Konial could not bring herself to push away.>,The pleasure that cock could give her—something she would never know if not now—Konial could not bring herself to push away.,今でなければ絶対に知ることのできないチンポがもたらす快楽を、コニアルは振り払うことができなかった。,지금이 아니면 절대 알 수 없는 자지가 주는 쾌락을 코니알은 떨쳐낼 수 없었다.,柯尼亞爾無法拋開那份若非此刻便再也不會知道的——肉棒所帶來的快感。,柯尼亚尔无法抛开那份若非此刻便再也不会知道的——肉棒所带来的快感。
"<!MissingKey:6530:But if you push hard enough, she'll totally put it on. Take pics or whatever and show me!>","But if you push hard enough, she'll totally put it on. Take pics or whatever and show me!",でもあんたがなんとか押し切れば絶対着てくれるから。写真でも何でも撮って見せてよね！,하지만 네가 어떻게든 밀어붙이면 분명 입어줄 테니까. 사진이든 뭐든 찍어서 보여주라고!,但是只要你想辦法硬推的話她一定會穿的啦，拍個照還是什麼的給我看喔！,但是只要你想办法硬推的话她一定会穿的啦，拍个照还是什么的给我看喔！
,,,,,
<!MissingKey:6532:And management?>,And management?,管理は？,관리는?,管理呢？,管理呢？
<!MissingKey:6533:Just now? ...Oh. You mean...>,Just now? ...Oh. You mean...,さっきの…？ …あっ…つまり…,방금이요? ..아아. 그게..,剛才嗎？……啊啊、那個……,刚才吗？ ……啊啊、那个……
<!MissingKey:6534:The ears on her head... and the tail...>,The ears on her head... and the tail...,頭の上の耳と…尻尾…,머리 위의 귀랑.. 꼬리..,頭上的耳朵和……尾巴……,头上的耳朵和……尾巴……
"<!MissingKey:6535:Ah! S-sorry about that. Lamashtu is really, really attached to this train...>","Ah! S-sorry about that. Lamashtu is really, really attached to this train...",あっ！ご、ごめんなさい…ラマシュトゥはこの電車をとても大切にしているので…,아! 죄..죄송해요. 라마슈투는 이 전차를 무척이나 아끼니까요..,啊！對、對不起……拉瑪什圖非常珍惜這台電車的……,啊！对、对不起……拉玛什图非常珍惜这台电车的……
"<!MissingKey:6536:...Well, ——Station, actually.>","...Well, ——Station, actually.",…あ、その…〇〇駅なんですけど。,..일단은 --역입니다만.,……我是要去——站。,……我是要去——站。
"<!MissingKey:6537:*Slap, slap, slap, slap.*>","*Slap, slap, slap, slap.*",ぱふっ、ぱふっ、ぱふっ、ぱふっ。,"철퍽, 철퍽, 철퍽, 철퍽.",啪滋、啪滋、啪滋、啪滋。,啪滋、啪滋、啪滋、啪滋。
"<!MissingKey:6538:Without thinking, I threw my shoulder into the nearly-closed door.>","Without thinking, I threw my shoulder into the nearly-closed door.",僕は咄嗟に、ほとんど閉まりかけたドアに肩を突っ込む。,나는 반사적으로 거의 닫힌 문에 어깨를 들이민다.,我反射性地用肩膀頂住了幾乎要關上的車門。,我反射性地用肩膀顶住了几乎要关上的车门​​。
<!MissingKey:6539:Nngh...!>,Nngh...!,うぅっ…,으읏~..,嗯嗯～,嗯嗯～
<!MissingKey:6540:And every time... I knew you were secretly watching over me.>,And every time... I knew you were secretly watching over me.,その時…ずっと私のことを横目で見ていらしたの、気付いていたんです。,그때마다.. 줄곧 몰래 절 지켜 보신 걸 알고 있었거든요.,每次……我其實都知道您一直在偷偷看著我呢。,每次……我其实都知道您一直在偷偷看着我呢。
"<!MissingKey:6541:I settle into position like before, and yank down my pants that feel ready to burst. My rock-hard cock springs free and slaps against her butt.>","I settle into position like before, and yank down my pants that feel ready to burst. My rock-hard cock springs free and slaps against her butt.",さっきと同じような体勢を取り、はち切れそうなズボンを一気に下ろすと、パンパンに膨れ上がったちんぽがパチンと彼女のお尻を叩いた。,"아까 전처럼 자리를 잡고, 터질듯한 바지를 단숨에 내리자, 잔뜩 커져 있는 자지가 턱 하고 그녀의 엉덩이를 때린다.",我像剛才一樣擺好姿勢，一口氣褪下快要撐破的褲子。脹大到極點的肉棒「啪」的一聲打在她的屁股上。,我像刚才一样摆好姿势，一口气褪下快要撑破的裤子。胀大到极点的肉棒「啪」的一声打在她的屁股上。
"<!MissingKey:6542:...Um... Once you get off here, there's absolutely no going back, so... I can give you plenty of time.>","...Um... Once you get off here, there's absolutely no going back, so... I can give you plenty of time.",…あの…こ、ここで降りたら…もう後戻りできませんから、くれぐれも…じ、時間の余裕はまだいくらかありますので…,..저기.. 여기서 내리게 되면 절대 되돌릴 수 없으니까.. 충분한 시간을 드릴 수 있어요.,……那個……從這裡下車之後就絕對無法回頭了……所以我可以給你們充足的時間。,……那个……从这里下车之后就绝对无法回头了……所以我可以给你们充足的时间。
<!MissingKey:6543:I bury myself completely inside her until my thighs press flush against her butt and the base of my cock meets her entrance.>,I bury myself completely inside her until my thighs press flush against her butt and the base of my cock meets her entrance.,太ももに舞のお尻が密着し、ちんぽの根元がまんこに密着するほど完全に根本まで差し込まれる。,허벅지에 마이의 엉덩이가 밀착하고 자지의 뿌리 부분이 질 입구에 닿을 정도로 완전하게 집어 넣는다.,大腿緊貼著舞的屁股，肉棒根部抵住陰道入口，完全地插了進去。,大腿紧贴着舞的屁股，肉棒根部抵住阴道入口，完全地插了进去。
