key,jp,ko,vi
<!MissingKey:6332:え？ここで落ちたら、また見つけて来れるの？>,え？ここで落ちたら、また見つけて来れるの？,뭐? 여기서 떨어지면 다시 찾아 올 수 있는 거야?,え？ここで落ちたら、また見つけて来れるの？
<!MissingKey:6333:俺を、指で、指しながら、にこっと、笑う。>,俺を、指で、指しながら、にこっと、笑う。,나를 손가락으로 가리키며 생긋 웃는다.,俺を、指で、指しながら、にこっと、笑う。
<!MissingKey:6334:コニアル様を相手に、どうこうできるとは思えませんが…ありがとうございます。>,コニアル様を相手に、どうこうできるとは思えませんが…ありがとうございます。,코니알 님을 상대로 해볼 수 있는 건 없을 테지만..감사합니다.,コニアル様を相手に、どうこうできるとは思えませんが…ありがとうございます。
<!MissingKey:6335:きゃあっ？！>,きゃあっ？！,꺄악?!,きゃあっ？！
,,,
<!MissingKey:6337:そこが、おかしい点だ。俺が、一生涯をかけて、学んだ、偽装魔法だぞ…あんな、下級の神には、絶対に見つけられないはずだ。>,そこが、おかしい点だ。俺が、一生涯をかけて、学んだ、偽装魔法だぞ…あんな、下級の神には、絶対に見つけられないはずだ。,그게 이상한 점이야. 내가 평생을 바쳐 배운 위장 마법인데.. 그깟 하급 신은 절대 찾아낼 수 없을게 분명해.,そこが、おかしい点だ。俺が、一生涯をかけて、学んだ、偽装魔法だぞ…あんな、下級の神には、絶対に見つけられないはずだ。
<!MissingKey:6338:あの…もう少し、キス、しますか？>,あの…もう少し、キス、しますか？,저기.. 좀 더 키스 할까요?,あの…もう少し、キス、しますか？
<!MissingKey:6339:三つ数えたら、引っ張るんだぞ…一つ、二つ、三つ！>,三つ数えたら、引っ張るんだぞ…一つ、二つ、三つ！,셋 하면 당기는 거야.. 하나. 둘. 셋!,三つ数えたら、引っ張るんだぞ…一つ、二つ、三つ！
<!MissingKey:6340:安全な方法があるのか？>,安全な方法があるのか？,안전한 방법이 있어?,安全な方法があるのか？
<!MissingKey:6341:スカートの中まで、丸見えです…>,スカートの中まで、丸見えです…,치마 안쪽까지 훤히 보이고 있어..,スカートの中まで、丸見えです…
<!MissingKey:6342:あたしも同じ…そうだ！さっき、みんなに言いたいことがあるって言ったっけ？>,あたしも同じ…そうだ！さっき、みんなに言いたいことがあるって言ったっけ？,나도 마찬가지.. ..맞다! 아까 모두에게 말해 줄 게 있다고 했었지?,あたしも同じ…そうだ！さっき、みんなに言いたいことがあるって言ったっけ？
<!MissingKey:6343:わたくしは、コニアル様ほど魔力に慣れておりませんので。>,わたくしは、コニアル様ほど魔力に慣れておりませんので。,저는 코니알님만큼 마력에 익숙하지 않으니까요.,わたくしは、コニアル様ほど魔力に慣れておりませんので。
<!MissingKey:6344:ラマシュトゥと友達になれるかもしれない…そう思ったこともありましたが…天使だという理由で、いじめられました…>,ラマシュトゥと友達になれるかもしれない…そう思ったこともありましたが…天使だという理由で、いじめられました…,라마슈투와 친구가 될 수도 있겠다.. 생각한 적도 있지만.. 천사라는 이유로 따돌렸어요..,ラマシュトゥと友達になれるかもしれない…そう思ったこともありましたが…天使だという理由で、いじめられました…
<!MissingKey:6345:また、別の終着点…嘘じゃないんだろうな？>,また、別の終着点…嘘じゃないんだろうな？,또 다른 종착점.. 거짓말은 아니지?,また、別の終着点…嘘じゃないんだろうな？
<!MissingKey:6346:澄んだ、高いトーンの、女性の声。確か、さっき、聞いた、あの声だ。>,澄んだ、高いトーンの、女性の声。確か、さっき、聞いた、あの声だ。,맑고 높은 톤의 여성의 목소리. 분명 좀 전에 들었던 그 목소리이다.,澄んだ、高いトーンの、女性の声。確か、さっき、聞いた、あの声だ。
<!MissingKey:6347:電車のテストなんかは、全部、口実だったんだ。>,電車のテストなんかは、全部、口実だったんだ。,전차의 테스트 따위는 모두 핑계였어.,電車のテストなんかは、全部、口実だったんだ。
<!MissingKey:6348:hide>,hide,hide,hide
,,,
<!MissingKey:6350:あの…あなたは？>,あの…あなたは？,저기.. 당신은?,あの…あなたは？
<!MissingKey:6351:...>,...,...,...
<!MissingKey:6352:少し、遅くなったかな？>,少し、遅くなったかな？,좀 늦었지?,少し、遅くなったかな？
<!MissingKey:6353:あ、いえいえ。執事さん…よろしくお願いします。>,あ、いえいえ。執事さん…よろしくお願いします。,"아, 아니에요. 집사 님.. 잘 부탁 드려요.",あ、いえいえ。執事さん…よろしくお願いします。
<!MissingKey:6354:新しく任命された…45番電車の、運転士様でございます。>,新しく任命された…45番電車の、運転士様でございます。,새로 임명 된.. 45번 전차의 조종사 님이십니다.,新しく任命された…45番電車の、運転士様でございます。
<!MissingKey:6355:これで、解決？本当に…？あたし、まだ…>,これで、解決？本当に…？あたし、まだ…,이대로 해결? 정말?.. 나 아직..,これで、解決？本当に…？あたし、まだ…
<!MissingKey:6356:ええ…また別の「終着点」の一つなのでしょうか？>,ええ…また別の「終着点」の一つなのでしょうか？,네.. 혹시 또 다른 '종착점'중 하나일까요?,ええ…また別の「終着点」の一つなのでしょうか？
<!MissingKey:6357:わたくしが注入する能力は、「地図」の機能を持つものですので、なるべくなら、簡単に持ち運べる品物がよろしいかと。>,わたくしが注入する能力は、「地図」の機能を持つものですので、なるべくなら、簡単に持ち運べる品物がよろしいかと。,제가 주입해 드릴 능력은 '지도'의 기능을 하는 것이기 때문에 되도록이면 쉽게 들고 다닐 수 있는 물품이 좋습니다.,わたくしが注入する能力は、「地図」の機能を持つものですので、なるべくなら、簡単に持ち運べる品物がよろしいかと。
,,,
<!MissingKey:6359:…お前…お前たちの、仕業か？…招かれざる客を、入れたのは…>,…お前…お前たちの、仕業か？…招かれざる客を、入れたのは…,..너.. 네.. 네 녀석들 짓이야? ..불청객을 들인 건..,…お前…お前たちの、仕業か？…招かれざる客を、入れたのは…
<!MissingKey:6360:早く、確認してみよう！>,早く、確認してみよう！,어서 확인해 보자!,早く、確認してみよう！
,,,
<!MissingKey:6362:匂いは、少し、残ってるけど…仕方ないか。>,匂いは、少し、残ってるけど…仕方ないか。,냄새는 좀 남아있지만.. 어쩔 수 없나.,匂いは、少し、残ってるけど…仕方ないか。
<!MissingKey:6363:すごく、意味深でしたよね。パズズと、外の状況について…>,すごく、意味深でしたよね。パズズと、外の状況について…,무척 의미심장했죠. 파주주와 바깥의 상황에 대해..,すごく、意味深でしたよね。パズズと、外の状況について…
<!MissingKey:6364:ふむ、そうですか。思ったよりお早いですね。では、一度確認させていただきます。>,ふむ、そうですか。思ったよりお早いですね。では、一度確認させていただきます。,"음, 그렇습니까. 생각보다 빠르시군요. 그럼 한번 확인해 보겠습니다.",ふむ、そうですか。思ったよりお早いですね。では、一度確認させていただきます。
<!MissingKey:6365:>,,Suprised,
<!MissingKey:6366:もし、管理者の方と、お会いしたら…きちんと、謝らなければ。無断乗車した責任を、問われたりはしないでしょうね？>,もし、管理者の方と、お会いしたら…きちんと、謝らなければ。無断乗車した責任を、問われたりはしないでしょうね？,혹시 관리자 분과 마주치면.. 똑바로 사과해야겠어요. 무단 탑승한 책임을 묻는다거나 하진 않겠죠?,もし、管理者の方と、お会いしたら…きちんと、謝らなければ。無断乗車した責任を、問われたりはしないでしょうね？
<!MissingKey:6367:ん…うぐっ…じゅるっ…>,ん…うぐっ…じゅるっ…,움.. 우웁.. 쥬릅..,ん…うぐっ…じゅるっ…
<!MissingKey:6368:数多くの人々で、ごった返す、小さな車両の中、その中で、俺もまた、身動きが取れない状態で、挟まっている。>,数多くの人々で、ごった返す、小さな車両の中、その中で、俺もまた、身動きが取れない状態で、挟まっている。,"수많은 사람들이 들어찬 작은 전차칸 안, ‪‪그중 나 역시 옴짝달싹할수 없는 상태로 끼어 있다.",数多くの人々で、ごった返す、小さな車両の中、その中で、俺もまた、身動きが取れない状態で、挟まっている。
<!MissingKey:6369:他の場所を探してくれ>,他の場所を探してくれ,다른 곳을 찾아줘,他の場所を探してくれ
<!MissingKey:6370:お気になさらないでください。すでに、商品のおかげで探索がかなり楽になっていますから。>,お気になさらないでください。すでに、商品のおかげで探索がかなり楽になっていますから。,신경 쓰실 필요 없어요. 이미 상품 덕분에 탐색이 상당히 편해졌으니까요.,お気になさらないでください。すでに、商品のおかげで探索がかなり楽になっていますから。
<!MissingKey:6371:とても、ありがたくて…全部、飲み干すしかありませんでした。ふふっ。>,とても、ありがたくて…全部、飲み干すしかありませんでした。ふふっ。,너무 감사해서.. 전부 삼킬 수밖에 없었네요. 후훗.,とても、ありがたくて…全部、飲み干すしかありませんでした。ふふっ。
<!MissingKey:6372:…キヒ…きゃははははっ！>,…キヒ…きゃははははっ！,...키히.. 캬하하하핫!,…キヒ…きゃははははっ！
<!MissingKey:6373:はぁ。はぁ。よし…じゃあ、今度は、交代するか？あたしが、怜奈の、凝ったところ、ぷにぷにに、ほぐしてやるよ！>,はぁ。はぁ。よし…じゃあ、今度は、交代するか？あたしが、怜奈の、凝ったところ、ぷにぷにに、ほぐしてやるよ！,하아. 하아. 좋아.. 그럼 이제 교대할까? 내가 레이나의 뭉친 곳 말랑말랑하게 풀어줄게!,はぁ。はぁ。よし…じゃあ、今度は、交代するか？あたしが、怜奈の、凝ったところ、ぷにぷにに、ほぐしてやるよ！
,,,
<!MissingKey:6375:これは、マッサージ程度で、ほぐせるものじゃないな。>,これは、マッサージ程度で、ほぐせるものじゃないな。,이건 마사지 정도로 풀어줄 수 있는 게 아닌데.,これは、マッサージ程度で、ほぐせるものじゃないな。
<!MissingKey:6376:き、気安く、ちんぽを、立てるなよ！気分というものが、あるだろう！このまま、しても、全然、よくないに、決まってる！>,き、気安く、ちんぽを、立てるなよ！気分というものが、あるだろう！このまま、しても、全然、よくないに、決まってる！,거.. 거리낌 없이 자지 세우지 말라고! 기분이란 게 있잖아! 이대로 해도 전혀 좋지 않을게 분명해!,き、気安く、ちんぽを、立てるなよ！気分というものが、あるだろう！このまま、しても、全然、よくないに、決まってる！
<!MissingKey:6377:ドアの向こう、ということは…電車の外、ですか？>,ドアの向こう、ということは…電車の外、ですか？,문 너머라면.. 전차 바깥 말인가요?,ドアの向こう、ということは…電車の外、ですか？
<!MissingKey:6378:キヒヒ、今じゃ、命令までできるようになったのか？アカデミーでは、あんなにいじめられっ子だった奴がな。>,キヒヒ、今じゃ、命令までできるようになったのか？アカデミーでは、あんなにいじめられっ子だった奴がな。,"키히히, 이제는 명령까지 할 수 있게 됐네? 아카데미에선 그렇게 찐따같던 녀석이 말이야.",キヒヒ、今じゃ、命令までできるようになったのか？アカデミーでは、あんなにいじめられっ子だった奴がな。
,,,
<!MissingKey:6380:これで、お役に立てるのなら…はい。一度、やってみます…>,これで、お役に立てるのなら…はい。一度、やってみます…,이걸로 도움이 될 수 있다면.. 네. 한 번 해볼게요..,これで、お役に立てるのなら…はい。一度、やってみます…
<!MissingKey:6381:ですが、あなたの唇…少しだけ、借りれば。めまいが、消える気がするので。>,ですが、あなたの唇…少しだけ、借りれば。めまいが、消える気がするので。,하지만 당신의 입술.. 조금만 빌리면. 어지러운 게 사라질 거 같으니까.,ですが、あなたの唇…少しだけ、借りれば。めまいが、消える気がするので。
<!MissingKey:6382:とにかく、何事もなくて、よかった！あたしは、忙しいから、これで！>,とにかく、何事もなくて、よかった！あたしは、忙しいから、これで！,아무튼 별 일 아니니 다행이야! 나는 바쁘니 이만!,とにかく、何事もなくて、よかった！あたしは、忙しいから、これで！
<!MissingKey:6383:...>,...,...,...
<!MissingKey:6384:…？>,…？,..?,…？
<!MissingKey:6385:必ず、また会わないと。>,必ず、また会わないと。,꼭 다시 만나야 해.,必ず、また会わないと。
<!MissingKey:6386:きゃああっ！！>,きゃああっ！！,꺄앗!!,きゃああっ！！
<!MissingKey:6387:でも、どうして、ここまで。>,でも、どうして、ここまで。,하지만 어째서 이렇게까지.,でも、どうして、ここまで。
<!MissingKey:6388:…え？…いえ。忘れてください。>,…え？…いえ。忘れてください。,..네? ..아니에요. 잊어 주세요.,…え？…いえ。忘れてください。
<!MissingKey:6389:ふふ…おっぱいを吸うのに夢中な姿、可愛いですね。>,ふふ…おっぱいを吸うのに夢中な姿、可愛いですね。,후후.. 젖 빠는데 열중한 모습. 귀엽네요.,ふふ…おっぱいを吸うのに夢中な姿、可愛いですね。
<!MissingKey:6390:それに、物に魔力が注ぎ込まれる確率は、低い方だと…>,それに、物に魔力が注ぎ込まれる確率は、低い方だと…,그리고 물건에 마력이 주입될 확률은 낮은 편이라고..,それに、物に魔力が注ぎ込まれる確率は、低い方だと…
<!MissingKey:6391:前に、言っただろ？この車両には、情念が、いっぱい、広がっているって。その情念が、固まっているところに、異変が、起きるって。>,前に、言っただろ？この車両には、情念が、いっぱい、広がっているって。その情念が、固まっているところに、異変が、起きるって。,전에 말했지? 이 전차 칸에는 정념이 가득 퍼져 있어. 그 정념이 뭉쳐 있는 곳은 이변이 생기게 되지.,前に、言っただろ？この車両には、情念が、いっぱい、広がっているって。その情念が、固まっているところに、異変が、起きるって。
,,,
<!MissingKey:6393:もう、45番電車の、主人でもない…！お前が、今すぐ、あたしの首を絞めても、あたしは、抵抗できないほど、弱くなった…>,もう、45番電車の、主人でもない…！お前が、今すぐ、あたしの首を絞めても、あたしは、抵抗できないほど、弱くなった…,더 이상 45번 전차의 주인도 아니야..! 네가 지금 당장 내 목을 졸라도 난 저항할 수 없을 정도로 약해졌어..,もう、45番電車の、主人でもない…！お前が、今すぐ、あたしの首を絞めても、あたしは、抵抗できないほど、弱くなった…
<!MissingKey:6394:うん！あたしも、すっごく、頼りにしてる。みんな、うまくいくよ。こう見えても、こういうの、直感は、本当に、いいからさ。>,うん！あたしも、すっごく、頼りにしてる。みんな、うまくいくよ。こう見えても、こういうの、直感は、本当に、いいからさ。,응! 나도 엄~청 의지하고 있어. 모두 잘 될거야. 이래봬도 이런 쪽의 직감은 정말 좋거든.,うん！あたしも、すっごく、頼りにしてる。みんな、うまくいくよ。こう見えても、こういうの、直感は、本当に、いいからさ。
<!MissingKey:6395:（ど、どうして？！）>,（ど、どうして？！）,(어.. 어떻게?!),（ど、どうして？！）
<!MissingKey:6396:でも…誰かが、じっと見ているのが、感じられます。動く音も、小さくなりましたし…>,でも…誰かが、じっと見ているのが、感じられます。動く音も、小さくなりましたし…,그치만.. 누군가 뚫어져라 보고 있는 게 느껴져요. 움직이는 소리도 줄어들었고..,でも…誰かが、じっと見ているのが、感じられます。動く音も、小さくなりましたし…
<!MissingKey:6397:すごく…うぐっ…深く、入ってきてる…あぐっ…はぁ…！ああん！>,すごく…うぐっ…深く、入ってきてる…あぐっ…はぁ…！ああん！,너무.. 으읏.. 깊이까지 들어오고 있어.. 아긋.. 하아..! 아앙!,すごく…うぐっ…深く、入ってきてる…あぐっ…はぁ…！ああん！
<!MissingKey:6398:こんにちは。何かお入用でしょうか？>,こんにちは。何かお入用でしょうか？,안녕하십니까. 필요한 게 있으십니까?,こんにちは。何かお入用でしょうか？
<!MissingKey:6399:何度か、駅員に、連れて行かれる男たちを、見たことがある。ほとんどは、ポケットの物を、取り出すとか。スマートフォンを見ようと、手を動かして、生じた、濡れ衣だが…>,何度か、駅員に、連れて行かれる男たちを、見たことがある。ほとんどは、ポケットの物を、取り出すとか。スマートフォンを見ようと、手を動かして、生じた、濡れ衣だが…,몇번이나 역무원에게 끌려가는 남자들을 본 적 있다. 대부분은 주머니의 물건을 꺼낸다거나. 핸드폰을 보려고 손을 움직이다 생긴 누명이지만..,何度か、駅員に、連れて行かれる男たちを、見たことがある。ほとんどは、ポケットの物を、取り出すとか。スマートフォンを見ようと、手を動かして、生じた、濡れ衣だが…
<!MissingKey:6400:また、カンカンナビみたいなのを作ればいいんじゃないかなって思うけど…>,また、カンカンナビみたいなのを作ればいいんじゃないかなって思うけど…,또 한번 칸칸네비 같은 걸 만들어내면 될 거 같은데 말야..,また、カンカンナビみたいなのを作ればいいんじゃないかなって思うけど…
<!MissingKey:6401:キスしながらするセックス…愛する人のように。>,キスしながらするセックス…愛する人のように。,키스하면서 하는 섹스.. 사랑하는 사람인 것처럼.,キスしながらするセックス…愛する人のように。
<!MissingKey:6402:電車が、故障していても、路線を、走り続ければ…いずれは、外部から、目につくでしょうから、対処できるでしょう。>,電車が、故障していても、路線を、走り続ければ…いずれは、外部から、目につくでしょうから、対処できるでしょう。,전차가 고장이라도 노선을 계속해서 달리면.. 결국 외부에서 눈에 띌 테니 조치할 수 있겠죠.,電車が、故障していても、路線を、走り続ければ…いずれは、外部から、目につくでしょうから、対処できるでしょう。
<!MissingKey:6403:…どうして、あの人間たちを行かせた…？何の取引をした…？>,…どうして、あの人間たちを行かせた…？何の取引をした…？,..어째서 저 인간들을 보낸 거야..? 무슨 거래를 한 거지..?,…どうして、あの人間たちを行かせた…？何の取引をした…？
<!MissingKey:6404:その…ごめんなさい…！あまりに、余韻に浸っていて…>,その…ごめんなさい…！あまりに、余韻に浸っていて…,그게.. 죄송해요..! 너무 여운에 취해 있어서..,その…ごめんなさい…！あまりに、余韻に浸っていて…
,,,
<!MissingKey:6406:口が、耳にかかってるぞ、舞…>,口が、耳にかかってるぞ、舞…,입이 귀에 걸렸네 마이..,口が、耳にかかってるぞ、舞…
<!MissingKey:6407:...>,...,...,...
,,,
<!MissingKey:6409:現実>,現実,현실,現実
<!MissingKey:6410:そうですよね。常識的には信じがたいですが。>,そうですよね。常識的には信じがたいですが。,그렇죠. 상식적으로 믿기진 않지만.,そうですよね。常識的には信じがたいですが。
<!MissingKey:6411:本当は、あなただから、いいのに…いつも、そばにいるから。当たり前だと、思っていたみたいです。>,本当は、あなただから、いいのに…いつも、そばにいるから。当たり前だと、思っていたみたいです。,사실은 당신이라서 좋은 건데.. 항상 옆에 있으니까. 당연하게 생각했나 봐요.,本当は、あなただから、いいのに…いつも、そばにいるから。当たり前だと、思っていたみたいです。
<!MissingKey:6412:怜奈…ごめん、すぐに、気づいてやれなくて。>,怜奈…ごめん、すぐに、気づいてやれなくて。,"레이나.. 미안, 바로 알아주지 못해서.",怜奈…ごめん、すぐに、気づいてやれなくて。
<!MissingKey:6413:そうだな。昔のことも思い出せて、いいじゃないか？>,そうだな。昔のことも思い出せて、いいじゃないか？,"그러게, 예전 생각도 나고 좋은걸?",そうだな。昔のことも思い出せて、いいじゃないか？
,,,
<!MissingKey:6415:コニアルが、俺にこっそり頼んだことがあるんだ。>,コニアルが、俺にこっそり頼んだことがあるんだ。,코니알이 나에게 몰래 부탁한 게 있거든.,コニアルが、俺にこっそり頼んだことがあるんだ。
<!MissingKey:6416:（バトラ？…珍しい名前だな。）>,（バトラ？…珍しい名前だな。）,(바토라? ..특이한 이름이네.),（バトラ？…珍しい名前だな。）
<!MissingKey:6417:後ろを見ろ、ですか？窓の外を？>,後ろを見ろ、ですか？窓の外を？,뒤를 보라고요? 창 밖을?,後ろを見ろ、ですか？窓の外を？
<!MissingKey:6418:恥ずかしがって。>,恥ずかしがって。,부끄러워 하긴.,恥ずかしがって。
<!MissingKey:6419:お姉ちゃんたちが、みんなこんなメイクして、こんな服着てたからね。正直、あたしはちょっと怖かったけど。たぶん、この時期だと、2010年くらいかな？>,お姉ちゃんたちが、みんなこんなメイクして、こんな服着てたからね。正直、あたしはちょっと怖かったけど。たぶん、この時期だと、2010年くらいかな？,언니들이 다 이런 화장하고 옷을 입고 다녔으니까. 솔직히 난 좀 무서웠지만. 아마 이 시기면 2010년도쯤 되려나?,お姉ちゃんたちが、みんなこんなメイクして、こんな服着てたからね。正直、あたしはちょっと怖かったけど。たぶん、この時期だと、2010年くらいかな？
<!MissingKey:6420:車両の中間>,車両の中間,전차 중간,車両の中間
,,,
<!MissingKey:6422:「キヒヒ！すごく、気に入った！」>,「キヒヒ！すごく、気に入った！」,키히히! 아주 맘에 들어!',「キヒヒ！すごく、気に入った！」
,,,
<!MissingKey:6424:…胸…何カップ？>,…胸…何カップ？,..가슴.. 몇 컵이야?,…胸…何カップ？
<!MissingKey:6425:俺の着信音で、間違いない！>,俺の着信音で、間違いない！,내 전화 벨소리가 확실해!,俺の着信音で、間違いない！
<!MissingKey:6426:はい…そうします。少しの間ですから…>,はい…そうします。少しの間ですから…,네.. 그게 좋겠어요. 잠시면 되니까..,はい…そうします。少しの間ですから…
<!MissingKey:6427:何だか、セックスするの、ものすごく、上手くなってないか？>,何だか、セックスするの、ものすごく、上手くなってないか？,"어쩐지, 섹스하는 거 엄청 능숙해지지 않았어?",何だか、セックスするの、ものすごく、上手くなってないか？
<!MissingKey:6428:だとしたら、魔力の注入に失敗した品物は…>,だとしたら、魔力の注入に失敗した品物は…,그렇다면 마력을 주입하는데 실패한 물건은..,だとしたら、魔力の注入に失敗した品物は…
<!MissingKey:6429:意識が、戻るまで、待とう。>,意識が、戻るまで、待とう。,정신을 차릴때까지 기다리자.,意識が、戻るまで、待とう。
<!MissingKey:6430:あ、お目覚めですか。>,あ、お目覚めですか。,아. 깨셨군요.,あ、お目覚めですか。
<!MissingKey:6431:じゃあ、教えてくれた番号にかけてみるね。>,じゃあ、教えてくれた番号にかけてみるね。,그럼 알려준 번호로 걸어 볼게.,じゃあ、教えてくれた番号にかけてみるね。
,,,
<!MissingKey:6433:着てた下着で、ここまでできるんだな…あっ。>,着てた下着で、ここまでできるんだな…あっ。,입던 속옷으로 이정도까지 할 수 있구나.. 앗.,着てた下着で、ここまでできるんだな…あっ。
<!MissingKey:6434:ですが、これだけ物が多いと、携帯とお財布が散らばっている可能性が高そうですね…>,ですが、これだけ物が多いと、携帯とお財布が散らばっている可能性が高そうですね…,하지만 이렇게 물건이 많아서야 핸드폰과 지갑이 흩어져 있을 가능성이 크겠네요..,ですが、これだけ物が多いと、携帯とお財布が散らばっている可能性が高そうですね…
<!MissingKey:6435:女のスマホを、勝手に、貸すわけにはいかないんだ。>,女のスマホを、勝手に、貸すわけにはいかないんだ。,여성의 핸드폰을 마음대로 빌려 줄 순 없다고.,女のスマホを、勝手に、貸すわけにはいかないんだ。
<!MissingKey:6436:これは…もしかしたら、本当に重要な情報かもしれません。その声を見つけ出すのが、優先事項でしょうね。今のところは。>,これは…もしかしたら、本当に重要な情報かもしれません。その声を見つけ出すのが、優先事項でしょうね。今のところは。,이건.. 어쩌면 정말 중요한 정보인 거 같아요. 그 목소리를 찾아내는게 우선이겠네요. 지금으로썬.,これは…もしかしたら、本当に重要な情報かもしれません。その声を見つけ出すのが、優先事項でしょうね。今のところは。
<!MissingKey:6437:結ばれていた紐が解けると、力なく舞ったブラジャーの片側が、俺の顔の上に覆いかぶさる。>,結ばれていた紐が解けると、力なく舞ったブラジャーの片側が、俺の顔の上に覆いかぶさる。,묶여있던 끈이 풀리자 맥없이 날린 브래지어의 한쪽 면이 내 얼굴 위로 덮인다.,結ばれていた紐が解けると、力なく舞ったブラジャーの片側が、俺の顔の上に覆いかぶさる。
<!MissingKey:6438:そんなに、不快では、ありませんでした。>,そんなに、不快では、ありませんでした。,그렇게 기분 나쁘지 않았어요.,そんなに、不快では、ありませんでした。
<!MissingKey:6439:そ、その…少し、残念ですね。この気持ちを、一緒に感じられたら、よかったのに。>,そ、その…少し、残念ですね。この気持ちを、一緒に感じられたら、よかったのに。,그.. 좀 아쉽네요. 이 기분을 함께 느끼면 좋을텐데.,そ、その…少し、残念ですね。この気持ちを、一緒に感じられたら、よかったのに。
<!MissingKey:6440:どうしてか、あなたの視線を感じた日は、痴漢に遭わなかったのです。>,どうしてか、あなたの視線を感じた日は、痴漢に遭わなかったのです。,어째선지 당신의 시선이 느껴진 날은 치한을 당하지 않았으니까요.,どうしてか、あなたの視線を感じた日は、痴漢に遭わなかったのです。
,,,
<!MissingKey:6442:み、皆さん。身を屈めて、目を覆ってください…>,み、皆さん。身を屈めて、目を覆ってください…,모.. 모두. 몸을 숙이고 눈을 가리세요..,み、皆さん。身を屈めて、目を覆ってください…
,,,
<!MissingKey:6444:同時に、怜奈の肩が、びくっと震えたが、すぐに、全てを任せたように、表情を隠そうと、顔を床に、隠す。>,同時に、怜奈の肩が、びくっと震えたが、すぐに、全てを任せたように、表情を隠そうと、顔を床に、隠す。,"동시에 레이나의 어깨가 움찔거렸지만, 이내 모든 것을 맡긴 듯 표정을 가리려 얼굴을 바닥에 숨긴다.",同時に、怜奈の肩が、びくっと震えたが、すぐに、全てを任せたように、表情を隠そうと、顔を床に、隠す。
<!MissingKey:6445:なるほどね！執事にその場所を聞き出せばいいわけだ？>,なるほどね！執事にその場所を聞き出せばいいわけだ？,그렇구나! 집사에게 그 위치를 알아내면 되는 거지?,なるほどね！執事にその場所を聞き出せばいいわけだ？
<!MissingKey:6446:…？どういう意味か、よく…>,…？どういう意味か、よく…,..? 무슨 말인지 잘..,…？どういう意味か、よく…
<!MissingKey:6447:へへ…胸の上に、亀頭が、飛び出てるな。>,へへ…胸の上に、亀頭が、飛び出てるな。,헤헤.. 가슴 위로 귀두가 튀어 나왔네.,へへ…胸の上に、亀頭が、飛び出てるな。
<!MissingKey:6448:あ、おちんちんの先から、何かが垂れていますが…>,あ、おちんちんの先から、何かが垂れていますが…,"아, 자지 끝에서 무언가 흐르고 있습니다만..",あ、おちんちんの先から、何かが垂れていますが…
,,,
<!MissingKey:6450:車両の、一番左に着いたら、俺が、合図を出すから、車両で、以前と、変わった点を、見つけ出せばいい。>,車両の、一番左に着いたら、俺が、合図を出すから、車両で、以前と、変わった点を、見つけ出せばいい。,전차 칸의 제일 왼쪽에 도착하면 내가 신호를 줄 테니 전차 칸에서 이전과 달라진 점을 찾아내면 돼.,車両の、一番左に着いたら、俺が、合図を出すから、車両で、以前と、変わった点を、見つけ出せばいい。
<!MissingKey:6451:そうだ！異変が、起きた位置は、情念が、ものすごく、密集したポイントだってこと！>,そうだ！異変が、起きた位置は、情念が、ものすごく、密集したポイントだってこと！,그래! 이변이 생긴 위치는 정념이 엄청나게 밀집된 포인트라는 것!,そうだ！異変が、起きた位置は、情念が、ものすごく、密集したポイントだってこと！
<!MissingKey:6452:抵抗が、全くなかったから…>,抵抗が、全くなかったから…,거부감이 전혀 없어서..,抵抗が、全くなかったから…
<!MissingKey:6453:ええ？バニー…ガール？これが？>,ええ？バニー…ガール？これが？,에에? 바니.. 걸? 이게?,ええ？バニー…ガール？これが？
<!MissingKey:6454:お前たちは許せるのか？一刻も早くここから出るために、絶対に必要だったチケットだぞ。>,お前たちは許せるのか？一刻も早くここから出るために、絶対に必要だったチケットだぞ。,너희는 용서할 수 있겠어? 한시 빨리 이곳에서 나가기 위해 꼭 필요한 티켓인데.,お前たちは許せるのか？一刻も早くここから出るために、絶対に必要だったチケットだぞ。
<!MissingKey:6455:…あら。>,…あら。,..어머.,…あら。
<!MissingKey:6456:ですが…何だか、腑に落ちない点が多いです。>,ですが…何だか、腑に落ちない点が多いです。,하지만.. 무언가 석연치 않은 부분이 많아요.,ですが…何だか、腑に落ちない点が多いです。
<!MissingKey:6457:携帯の時計も、おかしくなってるし。>,携帯の時計も、おかしくなってるし。,핸드폰 시계도 이상해졌어.,携帯の時計も、おかしくなってるし。
<!MissingKey:6458:どうやら、良い味方ができたようですね。>,どうやら、良い味方ができたようですね。,아무래도 좋은 편을 만든 거 같아요.,どうやら、良い味方ができたようですね。
,,,
<!MissingKey:6460:おかげで、無理な頼みをして、ごめん。>,おかげで、無理な頼みをして、ごめん。,"덕분에, 무리한 부탁을 해서 미안.",おかげで、無理な頼みをして、ごめん。
<!MissingKey:6461:もう、真っ赤に上気した頬と、細く、長く伸びた唾液が、服の袖に、垂れている。>,もう、真っ赤に上気した頬と、細く、長く伸びた唾液が、服の袖に、垂れている。,"이미 새빨갛게 상기한 볼과, 얇고 가늘게 늘어진 침이 옷소매에 늘어진다.",もう、真っ赤に上気した頬と、細く、長く伸びた唾液が、服の袖に、垂れている。
